i,t,axis_pos,axis_vel,mapper_pos_rel,mapper_pos_abs,working_offset,encoder_estimator_pos,spi_raw,spi_errors,spi_status
0,7.4820127338171005e-06,0.002517104148864746,0.27937912940979004,0.0024842023849487305,0.999478816986084,-0.00299072265625,0.9994520545005798,0.9993743896484375,0,0
1,0.022490764036774635,0.0025224685668945312,0.34937000274658203,0.0025055408477783203,0.9995007514953613,-0.00299072265625,0.9994715452194214,0.9993743896484375,0,0
2,0.04499804601073265,0.0023682117462158203,0.004676699638366699,0.0023670196533203125,0.9993759393692017,-0.00299072265625,0.9993754625320435,0.9993743896484375,0,0
3,0.06771788303740323,0.0021429061889648438,0.5501709580421448,0.0024341344833374023,0.9994993209838867,-0.00299072265625,0.9946399331092834,0.9993743896484375,0,0
4,0.0903725721873343,0.001615762710571289,0.5434058904647827,0.0024338960647583008,0.9994990825653076,-0.00299072265625,0.9995295405387878,0.9993743896484375,0,0
5,0.11323203705251217,0.0025157928466796875,0.2998095154762268,0.0024906396865844727,0.9994852542877197,-0.00299072265625,0.9994576573371887,0.9993743896484375,0,0
6,0.13572609703987837,0.0023651123046875,0.00016951560974121094,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
7,0.15823363908566535,0.9946653246879578,-1.9715369939804077,0.9993681907653809,0.9975881576538086,-0.00299072265625,0.998859167098999,0.9993743896484375,0,0
8,0.1808561801444739,0.0023692846298217773,0.006115317344665527,0.0023679733276367188,0.9993767738342285,-0.00299072265625,0.9993759393692017,0.9993743896484375,0,0
9,0.2033440361265093,0.0023651123046875,0.00014740228652954102,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
10,0.22623337199911475,0.0026514530181884766,0.48652148246765137,0.0025779008865356445,0.999558687210083,-0.00299072265625,0.9994372725486755,0.9993743896484375,0,0
11,0.24992126016877592,0.0023651123046875,0.00016248226165771484,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
12,0.2723248212132603,0.0023651123046875,0.00015532970428466797,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
13,0.2948534730821848,0.002520322799682617,0.24396055936813354,0.002460479736328125,0.9994547367095947,-0.00299072265625,0.9994263052940369,0.9993743896484375,0,0
14,0.31760769919492304,0.9993426203727722,0.04282458499073982,0.001615762710571289,0.9990167617797852,-0.00299072265625,0.999397873878479,0.9993743896484375,0,0
15,0.3402235540561378,0.002388596534729004,0.03438287973403931,0.002381563186645508,0.9993879795074463,-0.00299072265625,0.9993839263916016,0.9993743896484375,0,0
16,0.3628775211982429,0.002541184425354004,0.28429847955703735,0.00249481201171875,0.9994847774505615,-0.00299072265625,0.9994532465934753,0.9993743896484375,0,0
17,0.3853680440224707,0.0020427703857421875,1.0861300230026245,0.002597808837890625,0.9996680021286011,-0.00299072265625,0.9996705651283264,0.9993743896484375,0,0
18,0.40811430709436536,0.002517223358154297,0.374592125415802,0.002511739730834961,0.9995079040527344,-0.00299072265625,0.9994786381721497,0.9993743896484375,0,0
19,0.43074644007720053,0.0023651123046875,0.0001487135887145996,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
20,0.45322709321044385,0.0023651123046875,0.00017130374908447266,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
21,0.4759736889973283,0.0023651123046875,0.0001417994499206543,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
22,0.499218060169369,0.0024121999740600586,0.07081079483032227,0.002393007278442383,0.999397873878479,-0.00299072265625,0.9993907809257507,0.9993743896484375,0,0
23,0.5221450261306018,0.0023651123046875,0.0001494884490966797,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
24,0.5449601770378649,0.0023651123046875,0.00014215707778930664,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
25,0.5677244951948524,0.0023651123046875,0.00016456842422485352,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
26,0.5903410920873284,0.0026290416717529297,0.7046394348144531,0.002630949020385742,0.9996209144592285,-0.00299072265625,0.9995707273483276,0.9993743896484375,0,0
27,0.61279615201056,0.0018351078033447266,0.54373699426651,0.0023887157440185547,0.9946094155311584,-0.00299072265625,0.9977220296859741,0.9993743896484375,0,0
28,0.6354647669941187,0.9986323714256287,-0.012218203395605087,0.0014209747314453125,0.9989128112792969,-0.00299072265625,0.9993851780891418,0.9993743896484375,0,0
29,0.6581404551398009,0.002468109130859375,0.4749903678894043,0.0025200843811035156,0.9995250701904297,-0.00299072265625,0.9994999170303345,0.9993743896484375,0,0
30,0.680732682114467,0.0024133920669555664,0.0718766450881958,0.0023992061614990234,0.9994028806686401,-0.00299072265625,0.9993942975997925,0.9993743896484375,0,0
31,0.7033597780391574,0.002489805221557617,0.4482879638671875,0.00251007080078125,0.9994921684265137,-0.00299072265625,0.9994638562202454,0.9993743896484375,0,0
32,0.7263682251796126,0.0023651123046875,0.00015789270401000977,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
33,0.7491329130716622,0.0023651123046875,0.00014322996139526367,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
34,0.7716873991303146,0.0024559497833251953,0.14488577842712402,0.002431631088256836,0.999430775642395,-0.00299072265625,0.9994111657142639,0.9993743896484375,0,0
35,0.7944981059990823,0.0023789405822753906,0.018524110317230225,0.002373933792114258,0.9993817806243896,-0.00299072265625,0.9993794560432434,0.9993743896484375,0,0
36,0.8171526649966836,0.002466917037963867,0.4734346866607666,0.002520442008972168,0.9995244741439819,-0.00299072265625,0.9994995594024658,0.9993743896484375,0,0
37,0.8397366690915078,0.0023984909057617188,0.04942965507507324,0.9985275268554688,0.9975817203521729,-0.00299072265625,0.9990262985229492,0.9993743896484375,0,0
38,0.8626014681067318,0.0018935203552246094,0.6036409735679626,0.0024747848510742188,0.9995357990264893,-0.00299072265625,0.999559760093689,0.9993896484375,0,0
39,0.885471248999238,0.002365708351135254,0.0007699131965637207,0.002365589141845703,0.9993746280670166,-0.00299072265625,0.9993746280670166,0.9993743896484375,0,0
40,0.908133938210085,0.002384781837463379,0.026176512241363525,0.0023775100708007812,0.9993839263916016,-0.00299072265625,0.9993804097175598,0.9993743896484375,0,0
41,0.930989237036556,0.0023671388626098633,0.0029900074005126953,0.0023665428161621094,0.999375581741333,-0.00299072265625,0.9993751645088196,0.9993743896484375,0,0
42,0.9533522790297866,0.002515077590942383,0.29886025190353394,0.0024901628494262695,0.9994848966598511,-0.00299072265625,0.9994574189186096,0.9993743896484375,0,0
43,0.976029209094122,0.002365589141845703,0.0007252097129821777,0.002365589141845703,0.9993746280670166,-0.00299072265625,0.9993746280670166,0.9993743896484375,0,0
44,0.9987363230902702,0.0023651123046875,0.00015169382095336914,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
45,1.0212778830900788,0.00237429141998291,0.011066555976867676,0.0023703575134277344,0.9993788003921509,-0.00299072265625,0.9993773698806763,0.9993743896484375,0,0
46,1.0439940721262246,0.002454519271850586,0.14313572645187378,0.997535765171051,0.9964030385017395,-0.00299072265625,0.998384952545166,0.9993743896484375,0,0
47,1.0666230199858546,0.002526521682739258,0.26645737886428833,0.002482891082763672,0.9994759559631348,-0.00299072265625,0.9994483590126038,0.9993743896484375,0,0
48,1.0891348391305655,0.0023789405822753906,0.01835322380065918,0.002373933792114258,0.9993816614151001,-0.00299072265625,0.9993794560432434,0.9993743896484375,0,0
49,1.1117343800142407,0.0023651123046875,0.00016647577285766602,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
50,1.1345000499859452,0.0005574226379394531,0.21381935477256775,0.001834869384765625,0.9991519451141357,-0.00299072265625,0.9994431734085083,0.9993743896484375,0,0
51,1.1570054991170764,0.0023670196533203125,0.0026997923851013184,0.0023664236068725586,0.9916391372680664,-0.00299072265625,0.99635249376297,0.9993743896484375,0,0
52,1.1794754101429135,0.0023664236068725586,0.0017017126083374023,0.0023658275604248047,0.9993751049041748,-0.00299072265625,0.9993748664855957,0.9993743896484375,0,0
53,1.2021550990175456,0.002365708351135254,0.0008600354194641113,0.002365589141845703,0.9993747472763062,-0.00299072265625,0.9993746280670166,0.9993743896484375,0,0
54,1.2251391201280057,0.0023651123046875,0.00015968084335327148,0.0023651123046875,0.9916382431983948,-0.00299072265625,0.9963518977165222,0.9993743896484375,0,0
55,1.2475472181104124,0.0023653507232666016,0.00018960237503051758,0.0023651123046875,0.9993743896484375,-0.00299072265625,0.9993744492530823,0.9993743896484375,0,0
56,1.2701306100934744,0.002408266067504883,0.05919086933135986,0.002390742301940918,0.9993958473205566,-0.00299072265625,0.9993893504142761,0.9993743896484375,0,0
57,1.2927619661204517,0.991677463054657,-2.101492166519165,0.9983680248260498,0.9976832866668701,-0.00299072265625,0.9952108860015869,0.9993743896484375,0,0
58,1.3153816550038755,0.9954510927200317,-0.35523244738578796,0.0005199909210205078,0.9984172582626343,-0.00299072265625,0.9993012547492981,0.9993743896484375,0,0
59,1.3381504551507533,0.0023276805877685547,0.5342628359794617,0.002489805221557617,0.9995284080505371,-0.00299072265625,0.9995192885398865,0.9993743896484375,0,0
60,1.3606106631923467,0.002411484718322754,0.06282699108123779,0.0023949146270751953,0.9993993043899536,-0.00299072265625,0.9993917942047119,0.9993743896484375,0,0
61,1.3834017030894756,0.0023651123046875,0.0001601576805114746,0.996200442314148,0.9955171942710876,-0.00299072265625,0.9980012774467468,0.9993743896484375,0,0
