i,t_epoch,t_rel,filtered_position_deg,measured_position_deg,filtered_delta_deg,measured_delta_deg,velocity_deg_per_sec,raw_velocity_deg_per_sec,pending_confirmation,glitch_rejected,raw_position_deg,pos_estimate,vel_estimate,error
402,1782788583.7119324,20.83146621985361,16.30756849200061,16.28365625,-0.011650283282875762,0.0,0.0,3.312942534685135,False,False,16.34765625,0.04541015625,0.009202618151903152,
403,1782788583.763584,20.88310718582943,16.299734841521207,16.28365625,-0.007833650479398102,0.0,0.0,0.04601195454597473,False,False,16.34765625,0.04541015625,0.0001278109848499298,
404,1782788583.81522,20.93498467002064,16.294467494938864,16.28365625,-0.00526734658234318,0.0,0.0,0.03795996308326721,False,False,16.34765625,0.04541015625,0.00010544434189796448,
405,1782788583.8670993,20.98673654301092,16.289617224499448,16.28365625,-0.004850270439419546,0.0,0.0,0.32495230436325073,False,False,16.34765625,0.04541015625,0.0009026452898979187,
406,1782788583.9188497,21.038341730833054,16.28766440925343,16.28365625,-0.0019528152460281945,0.0,0.0,0.037953928112983704,False,False,16.34765625,0.04541015625,0.0001054275780916214,
407,1782788583.9704556,21.090043196920305,16.28635133628201,16.28365625,-0.001313072971413476,0.0,0.0,0.043319687247276306,False,False,16.34765625,0.04541015625,0.00012033246457576752,
408,1782788584.0221584,21.1417276810389,16.30128873851602,16.371546875,0.014937402234011188,0.087890625,0.0,-0.04787542449776083,False,False,16.435546875,0.045654296875,-0.00013298729027155787,
409,1782788584.073848,21.19355279393494,16.324305304028176,16.371546875,0.023016565512165243,0.0,0.0,4.595027044415474,False,False,16.435546875,0.045654296875,0.012763964012265205,
410,1782788584.125668,21.245260648895055,16.33978164267855,16.371546875,0.015476338650387333,0.0,0.0,-3.1753385066986084,False,False,16.435546875,0.045654296875,-0.008820384740829468,
411,1782788584.177374,21.296881892019883,16.35018793278706,16.371546875,0.0104062901085058,0.0,0.0,4.273147881031036,False,False,16.435546875,0.045654296875,0.011869855225086212,
412,1782788584.228995,21.348525690846145,16.341364809756016,16.28365625,-0.008823123031049818,-0.087890625,0.0,6.89634695649147,False,False,16.34765625,0.04541015625,0.019156519323587418,
413,1782788584.2806687,21.400191767839715,16.33827979807995,16.371546875,-0.003085011676063232,0.087890625,0.0,-1.1690622568130493,False,False,16.435546875,0.045654296875,-0.003247395157814026,
414,1782788584.332306,21.452013622038066,16.320385123728958,16.28365625,-0.01789467435099823,-0.087890625,0.0,0.03793582320213318,False,False,16.34765625,0.04541015625,0.00010537728667259216,
415,1782788584.3841295,21.50406375504099,16.324173057195352,16.371546875,0.0037879334663841746,0.087890625,0.0,2.060318738222122,False,False,16.435546875,0.045654296875,0.005723107606172562,
416,1782788584.4361773,21.555685793980956,16.323872407408153,16.28365625,-0.000300649787192242,-0.087890625,0.0,-0.07472986355423927,False,False,16.34765625,0.04541015625,-0.00020758295431733131,
417,1782788584.4877985,21.607328407932073,16.31069759424124,16.28365625,-0.013174813166926924,0.0,0.0,0.04596903920173645,False,False,16.34765625,0.04541015625,0.00012769177556037903,
418,1782788584.5394435,21.65904979989864,16.30183884986781,16.28365625,-0.00885874437344114,0.0,0.0,0.045963674783706665,False,False,16.34765625,0.04541015625,0.00012767687439918518,
419,1782788584.591164,21.71092667290941,16.29588223015112,16.28365625,-0.005956619716698697,0.0,0.0,0.03791704773902893,False,False,16.34765625,0.04541015625,0.0001053251326084137,
420,1782788584.6430154,21.762990379007533,16.307697311553607,16.371546875,0.011815081402488659,0.087890625,0.0,-0.08010015415493399,False,False,16.435546875,0.045654296875,-0.00022250042820814997,
421,1782788584.6951063,21.81467393692583,16.336342268901685,16.371546875,0.028644957348092248,0.0,0.0,0.13445444405078888,False,False,16.435546875,0.045654296875,0.0003734845668077469,
422,1782788584.7467897,21.866274846950546,16.347875297859492,16.371546875,0.01153302895781394,0.0,0.0,-0.0828098610509187,False,False,16.435546875,0.045654296875,-0.0002300273918081075,
423,1782788584.7983904,21.91807560902089,16.35563010653072,16.371546875,0.0077548086712226905,0.0,0.0,9.020586088299751,False,False,16.435546875,0.045654296875,0.02505718357861042,
424,1782788584.8501902,21.969835815019906,16.358495124855192,8.109828125,0.002865018324484936,-8.26171875,0.0,-33.76870572566986,True,False,8.173828125,0.022705078125,-0.09380196034908295,
425,1782788584.9019513,22.02154463296756,16.362770878202628,16.371546875,0.00427575334742869,8.26171875,0.0,-0.08284137700684369,False,False,16.435546875,0.045654296875,-0.00023011493613012135,
426,1782788584.9536588,22.073290413012728,16.365645894753445,16.371546875,0.002875016550831333,0.0,0.0,-0.0828527711564675,False,False,16.435546875,0.045654296875,-0.00023014658654574305,
427,1782788585.0054169,22.125261693960056,16.367579055882217,16.371546875,0.001933161128761185,0.0,0.0,-0.08285814081318676,False,False,16.435546875,0.045654296875,-0.00023016150225885212,
428,1782788585.0573752,22.176978677976876,16.368878913425203,16.371546875,0.0012998575429890025,0.0,0.0,1.3226039707660675,False,False,16.435546875,0.045654296875,0.003673899918794632,
429,1782788585.109093,22.22880644001998,16.369752937637102,16.371546875,0.000874024211896085,0.0,0.0,-3.188883662223816,False,False,16.435546875,0.045654296875,-0.008858010172843933,
430,1782788585.1609569,22.28044060897082,16.370340631517188,16.371546875,0.0005876938800781772,0.0,0.0,1.051679402589798,False,False,16.435546875,0.045654296875,0.00292133167386055,
431,1782788585.2126124,22.332236723043025,16.37073579688216,16.371546875,0.00039516536497785637,0.0,0.0,1.9180235266685486,False,False,16.435546875,0.045654296875,0.005327843129634857,
432,1782788585.264351,22.384026187937707,16.37100150607356,16.371546875,0.00026570919141022387,0.0,0.0,1.8214572966098785,False,False,16.435546875,0.045654296875,0.005059603601694107,
433,1782788585.3161411,22.435797134879977,16.37118016893386,16.371546875,0.00017866286029288858,0.0,0.0,2.808498814702034,False,False,16.435546875,0.045654296875,0.007801385596394539,
434,1782788585.367913,22.487533415900543,16.355479989341124,16.28365625,-0.01570017959272718,-0.087890625,0.0,1.263546422123909,False,False,16.34765625,0.04541015625,0.003509851172566414,
435,1782788585.419647,22.539160473970696,16.331950532332975,16.28365625,-0.02352945700815212,0.0,0.0,0.03777220845222473,False,False,16.34765625,0.04541015625,0.00010492280125617981,
436,1782788585.4712746,22.591010994976386,16.31612932544069,16.28365625,-0.0158212068922694,0.0,0.0,0.9711809456348419,False,False,16.34765625,0.04541015625,0.002697724848985672,
437,1782788585.5231256,22.642701626988128,16.301560864659585,16.28365625,-0.014568460781106296,0.0,0.0,0.03777354955673218,False,False,16.34765625,0.04541015625,0.00010492652654647827,
438,1782788585.5748158,22.69436931493692,16.295695312897102,16.28365625,-0.005865551762497034,0.0,0.0,0.03777220845222473,False,False,16.34765625,0.04541015625,0.00010492280125617981,
439,1782788585.6264837,22.74636900285259,16.29175131589201,16.28365625,-0.003943997005080746,0.0,0.0,0.043135955929756165,False,False,16.34765625,0.04541015625,0.00011982209980487823,
440,1782788585.6784847,22.798129486851394,16.30491968480579,16.371546875,0.013168368913767381,0.087890625,0.0,-0.026600810524541885,False,False,16.435546875,0.045654296875,-7.389114034594968e-05,
441,1782788585.7302608,22.849949155934155,16.29795378356341,16.28365625,-0.006965901242381278,-0.087890625,0.0,4.602896645665169,False,False,16.34765625,0.04541015625,0.01278582401573658,
442,1782788585.7821002,22.901933824876323,16.293269911568036,16.28365625,-0.00468387199538256,0.0,0.0,0.043142661452293396,False,False,16.34765625,0.04541015625,0.00011984072625637054,
443,1782788585.8340585,22.953987086890265,16.290120476038346,16.28365625,-0.0031494355296786125,0.0,0.0,0.04581816494464874,False,False,16.34765625,0.04541015625,0.00012727268040180206,
444,1782788585.886106,23.00607123784721,16.28800279558818,16.28365625,-0.002117680450169246,0.0,0.0,0.22820904850959778,False,False,16.34765625,0.04541015625,0.0006339140236377716,
445,1782788585.9381878,23.058095703832805,16.286578867253493,16.28365625,-0.0014239283347023957,0.0,0.0,0.043135955929756165,False,False,16.34765625,0.04541015625,0.00011982209980487823,
446,1782788585.9902136,23.1100663729012,16.285621417841252,16.28365625,-0.0009574494122261967,0.0,0.0,0.03508999943733215,False,False,16.34765625,0.04541015625,9.747222065925598e-05,
447,1782788586.0421853,23.162032302003354,16.284977628856456,16.28365625,-0.0006437889848029954,0.0,0.0,0.03508999943733215,False,False,16.34765625,0.04541015625,9.747222065925598e-05,
448,1782788586.0941503,23.21395693393424,16.28454474514308,16.28365625,-0.0004328837133869001,0.0,0.0,0.07264092564582825,False,False,16.34765625,0.04541015625,0.00020178034901618958,
