i,t_rel,error,display_position_deg,filtered_position_deg,measured_position_deg,velocity_deg_per_sec,raw_velocity_deg_per_sec,raw_position_deg,pos_estimate,pending_confirmation,glitch_rejected,display_delta_deg,filtered_delta_deg,measured_delta_deg
34,1.765839413041249,,16.28365625,16.346611336849485,16.371546875,0.0,-0.0827287242282182,16.435546875,0.045654296875,False,False,0.0,0.012148843393958941,0.0
35,1.8177852272056043,,16.28365625,16.32598725039759,16.28365625,0.0,0.043334439396858215,16.34765625,0.04541015625,False,False,0.0,-0.020624086451903167,-0.087890625
36,1.8697916341479868,,16.28365625,16.30699620902721,16.28365625,0.0,0.7192517817020416,16.34765625,0.04541015625,False,False,0.0,-0.01899104137038421,0.0
37,1.9214471362065524,,16.28365625,16.299350038449894,16.28365625,0.0,0.035288482904434204,16.34765625,0.04541015625,False,False,0.0,-0.00764617057731698,0.0
38,1.9731901560444385,,16.28365625,16.294208753353708,16.28365625,0.0,8.537885025143623,16.34765625,0.04541015625,False,False,0.0,-0.005141285096186721,0.0
39,2.0249513061717153,,16.28365625,16.29075175325503,16.28365625,0.0,0.046006590127944946,16.34765625,0.04541015625,False,False,0.0,-0.003457000098677554,0.0
40,2.076886158203706,,16.28365625,16.288427266388684,16.28365625,0.0,0.037953928112983704,16.34765625,0.04541015625,False,False,0.0,-0.0023244868663425677,0.0
41,2.1286797150969505,,16.28365625,16.286864281419753,16.28365625,0.0,0.03795459866523743,16.34765625,0.04541015625,False,False,0.0,-0.0015629849689275943,0.0
42,2.1804752531461418,,16.28365625,16.285813330326643,16.28365625,0.0,0.08891656994819641,16.34765625,0.04541015625,False,False,0.0,-0.001050951093105823,0.0
43,2.2324338641483337,,16.28365625,16.285106670811636,16.28365625,0.0,0.27398429811000824,16.34765625,0.04541015625,False,False,0.0,-0.0007066595150035937,0.0
44,2.2842991610523313,,16.28365625,16.284631512953744,16.28365625,0.0,0.03794923424720764,16.34765625,0.04541015625,False,False,0.0,-0.0004751578578918725,0.0
45,2.3363906419835985,,16.28365625,16.284312016810098,16.28365625,0.0,1.3924647867679596,16.34765625,0.04541015625,False,False,0.0,-0.00031949614364634726,0.0
46,2.3880881811492145,,16.28365625,16.28409718760311,16.28365625,0.0,-0.2115015685558319,16.34765625,0.04541015625,False,False,0.0,-0.00021482920698190355,0.0
47,2.4397124061360955,,16.28365625,16.283952736444334,16.28365625,0.0,1.397823840379715,16.34765625,0.04541015625,False,False,0.0,-0.00014445115877492753,0.0
48,2.4918547570705414,,16.28365625,16.28385560748517,16.28365625,0.0,0.3973598778247833,16.34765625,0.04541015625,False,False,0.0,-9.712895916891284e-05,0.0
49,2.5437846640124917,,16.28365625,16.312583266723028,16.371546875,0.0,0.472455695271492,16.435546875,0.045654296875,False,False,0.0,0.028727659237858916,0.087890625
50,2.5958067011088133,,16.28365625,16.331899744794562,16.371546875,0.0,-0.08276158128865063,16.435546875,0.045654296875,False,False,0.0,0.019316478071544907,0.0
51,2.647745702182874,,16.28365625,16.34488814464986,16.371546875,0.0,8.717550784349442,16.435546875,0.045654296875,False,False,0.0,0.012988399855288435,0.0
52,2.6998456821311265,,16.28365625,16.353621544712563,16.371546875,0.0,0.016447976231575012,16.435546875,0.045654296875,False,False,0.0,0.008733400062709507,0.0
53,2.7518110531382263,,16.28365625,16.359493882914727,16.371546875,0.0,9.24591913819313,16.435546875,0.045654296875,False,False,0.0,0.005872338202152605,0.0
54,2.8037652201019228,,16.28365625,16.364901240859925,16.371546875,0.0,-0.08282058988697827,16.435546875,0.045654296875,False,False,0.0,0.005407357945188096,0.0
55,2.8556399981025606,,16.28365625,16.367078350604217,16.371546875,0.0,9.055456146597862,16.435546875,0.045654296875,False,False,0.0,0.0021771097442808696,0.0
56,2.907861553132534,,16.28365625,16.339749270446276,16.28365625,0.0,-63.8121235370636,16.34765625,0.04541015625,False,False,0.0,-0.027329080157926455,-0.087890625
57,2.959984682034701,,16.28365625,16.34547283926595,16.371546875,0.0,-0.0828360125888139,16.435546875,0.045654296875,False,False,0.0,0.0057235688196612955,0.087890625
58,3.01187338703312,,16.28365625,16.354014693372424,16.371546875,0.0,-0.08284204755909741,16.435546875,0.045654296875,False,False,0.0,0.00854185410648256,0.0
59,3.063688889145851,,16.28365625,16.33096526732362,16.28365625,0.0,0.4830993711948395,16.34765625,0.04541015625,False,False,0.0,-0.023049426048800115,-0.087890625
60,3.115558242192492,,16.28365625,16.315466833248408,16.28365625,0.0,0.03785267472267151,16.34765625,0.04541015625,False,False,0.0,-0.01549843407519802,0.0
61,3.167631112039089,,16.28365625,16.30504568617623,16.28365625,0.0,0.03785267472267151,16.34765625,0.04541015625,False,False,0.0,-0.010421147072179338,0.0
62,3.219686446012929,,16.28365625,16.298038506884893,16.28365625,0.0,0.03517180681228638,16.34765625,0.04541015625,False,False,0.0,-0.00700717929134953,0.0
63,3.2715845950879157,,16.28365625,16.322119848279403,16.371546875,0.0,-0.0828474119771272,16.435546875,0.045654296875,False,False,0.0,0.02408134139452045,0.087890625
64,3.32376383501105,,16.28365625,16.338312142233068,16.371546875,0.0,0.04855938255786896,16.435546875,0.045654296875,False,False,0.0,0.016192293953679382,0.0
65,3.3757387620862573,,16.28365625,16.349199840687515,16.371546875,0.0,-0.6461481750011444,16.435546875,0.045654296875,False,False,0.0,0.010887698454439487,0.0
66,3.427693577017635,,16.28365625,16.32772776037828,16.28365625,0.0,0.043174177408218384,16.34765625,0.04541015625,False,False,0.0,-0.02147208030922343,-0.087890625
67,3.479633430019021,,16.28365625,16.31328993357836,16.28365625,0.0,-3.0520953610539436,16.34765625,0.04541015625,False,False,0.0,-0.014437826799905906,0.0
68,3.531458819983527,,16.28365625,16.303581938838086,16.28365625,0.0,0.0458516925573349,16.34765625,0.04541015625,False,False,0.0,-0.009707994740267623,0.0
69,3.583298896206543,,16.28365625,16.325847251924728,16.371546875,0.0,-0.08826010976918042,16.435546875,0.045654296875,False,False,0.0,0.02226531308664903,0.087890625
70,3.6352895630989224,,16.28365625,16.34081844844419,16.371546875,0.0,0.15045180916786194,16.435546875,0.045654296875,False,False,0.0,0.014971196519468322,0.0
71,3.6871205270290375,,16.28365625,16.350885080983872,16.371546875,0.0,-64.62490797042847,16.435546875,0.045654296875,False,False,0.0,0.01006663253969009,0.0
72,3.739005918148905,,16.28365625,16.357653884703556,16.371546875,0.0,-47.48023867607117,16.435546875,0.045654296875,False,False,0.0,0.006768803719694461,0.0
73,3.7909535481594503,,16.28365625,16.33509375597623,16.28365625,0.0,0.045808106660842896,16.34765625,0.04541015625,False,False,0.0,-0.022560128727320716,-0.087890625
74,3.8426978830248117,,16.28365625,16.31824282901842,16.28365625,0.0,0.03776147961616516,16.34765625,0.04541015625,False,False,0.0,-0.016850926957800993,0.0
75,3.8945992740336806,,16.28365625,16.32273257823199,16.371546875,0.0,0.4856850206851959,16.435546875,0.045654296875,False,False,0.0,0.004489749213576033,0.087890625
76,3.946364146191627,,16.28365625,16.338724141853188,16.371546875,0.0,-0.08294665371067822,16.435546875,0.045654296875,False,False,0.0,0.015991563621184923,0.0
77,3.9981669450644404,,16.28365625,16.34947686923208,16.371546875,0.0,-0.08294463681522757,16.435546875,0.045654296875,False,False,0.0,0.010752727378900317,0.0
78,4.049967651022598,,16.28365625,16.32791403437165,16.28365625,0.0,0.0350739061832428,16.34765625,0.04541015625,False,False,0.0,-0.021562834860446856,-0.087890625
79,4.1017605231609195,,16.28365625,16.313415184211497,16.28365625,0.0,0.04579871892929077,16.34765625,0.04541015625,False,False,0.0,-0.014498850160151733,0.0
80,4.153808487113565,,16.28365625,16.30366615736381,16.28365625,0.0,0.04310980439186096,16.34765625,0.04541015625,False,False,0.0,-0.009749026847686082,0.0
81,4.205608895979822,,16.28365625,16.29711091171143,16.28365625,0.0,0.03505714237689972,16.34765625,0.04541015625,False,False,0.0,-0.0065552456523789715,0.0
82,4.257532064104453,,16.28365625,16.30852347703477,16.371546875,0.0,1.2688679248094559,16.435546875,0.045654296875,False,False,0.0,0.011412565323325907,0.087890625
83,4.30943962209858,,16.28365625,16.300376973458178,16.28365625,0.0,-63.814934492111206,16.34765625,0.04541015625,False,False,0.0,-0.008146503576597297,-0.087890625
84,4.36131904902868,,16.28365625,16.29489926445328,16.28365625,0.0,0.19597895443439484,16.34765625,0.04541015625,False,False,0.0,-0.005477709004907183,0.0
85,4.412904701195657,,16.28365625,16.291216052918386,16.28365625,0.0,-3.060222454369068,16.34765625,0.04541015625,False,False,0.0,-0.003683211534905695,0.0
86,4.464433390181512,,16.28365625,16.28873946148232,16.28365625,0.0,0.03504708409309387,16.34765625,0.04541015625,False,False,0.0,-0.002476591436078479,0.0
87,4.516146818175912,,16.28365625,16.287074201400713,16.28365625,0.0,-1.5608684532344341,16.34765625,0.04541015625,False,False,0.0,-0.0016652600816087215,0.0
88,4.567814321024343,,16.28365625,16.28595448052184,16.28365625,0.0,0.03772929310798645,16.34765625,0.04541015625,False,False,0.0,-0.0011197208788757962,0.0
89,4.619626027066261,,16.28365625,16.298174236452887,16.28365625,0.0,7.35479012131691,16.34765625,0.04541015625,False,False,0.0,0.012219755931056397,0.0
90,4.67134560411796,,16.28365625,16.29341814409092,16.28365625,0.0,0.0457705557346344,16.34765625,0.04541015625,False,False,0.0,-0.004756092361958508,0.0
91,4.72336651198566,,16.28365625,16.290220147586737,16.28365625,0.0,0.8852966129779816,16.34765625,0.04541015625,False,False,0.0,-0.003197996504184175,0.0
92,4.7751696621999145,,16.28365625,16.28806981473732,16.28365625,0.0,0.7297311723232269,16.34765625,0.04541015625,False,False,0.0,-0.0021503328494247853,0.0
93,4.826774240005761,,16.28365625,16.286623930929373,16.28365625,0.0,-22.803974747657776,16.34765625,0.04541015625,False,False,0.0,-0.0014458838079463021,0.0
94,4.878295966191217,,16.28365625,16.30111284679867,16.371546875,0.0,13.902036845684052,16.435546875,0.045654296875,False,False,0.0,0.01448891586929335,0.087890625
95,4.9298051740042865,,16.28365625,16.324187034437426,16.371546875,0.0,-0.08569054829422385,16.435546875,0.045654296875,False,False,0.0,0.023074187638769672,0.0
96,4.981486381031573,,16.28365625,16.339702118205725,16.371546875,0.0,0.018900856375694275,16.435546875,0.045654296875,False,False,0.0,0.01551508376829247,0.0
97,5.033291069092229,,16.28365625,16.350134460531528,16.371546875,0.0,5.624698251485825,16.435546875,0.045654296875,False,False,0.0,0.010432342325799482,0.0
98,5.085478679975495,,16.28365625,16.328356198761398,16.28365625,0.0,0.35415083169937134,16.34765625,0.04541015625,False,False,0.0,-0.02177826177012321,-0.087890625
99,5.137176183983684,,16.28365625,16.31371249554716,16.28365625,0.0,0.6304109841585159,16.34765625,0.04541015625,False,False,0.0,-0.014643703214233028,0.0
100,5.188796465052292,,16.28365625,16.30386606950591,16.28365625,0.0,0.11542752385139465,16.34765625,0.04541015625,False,False,0.0,-0.009846426041235645,0.0
101,5.240434080129489,,16.28365625,16.29724533263578,16.28365625,0.0,0.3299988806247711,16.34765625,0.04541015625,False,False,0.0,-0.00662073687013276,0.0
102,5.29243046999909,,16.28365625,16.292793549164298,16.28365625,0.0,9.004257470369339,16.34765625,0.04541015625,False,False,0.0,-0.004451783471495219,0.0
103,5.34425117704086,,16.28365625,16.289800169958074,16.28365625,0.0,1.2875307351350784,16.34765625,0.04541015625,False,False,0.0,-0.002993379206230884,0.0
104,5.395986605202779,,16.28365625,16.287787421779807,16.28365625,0.0,0.04565723240375519,16.34765625,0.04541015625,False,False,0.0,-0.0020127481782594714,0.0
105,5.447659053141251,,16.28365625,16.28643404990474,16.28365625,0.0,0.0349290668964386,16.34765625,0.04541015625,False,False,0.0,-0.0013533718750693424,0.0
106,5.4995809071697295,,16.28365625,16.285524042655947,16.28365625,0.0,0.0349290668964386,16.34765625,0.04541015625,False,False,0.0,-0.0009100072487910893,0.0
107,5.551580168073997,,16.28365625,16.28491215378186,16.28365625,0.0,0.037606582045555115,16.34765625,0.04541015625,False,False,0.0,-0.0006118888740900275,0.0
108,5.603571503190324,,16.28365625,16.284500719702926,16.28365625,0.0,3.59421506524086,16.34765625,0.04541015625,False,False,0.0,-0.0004114340789271864,0.0
109,5.655447431141511,,16.28365625,16.28422407142825,16.28365625,0.0,2.7975936233997345,16.34765625,0.04541015625,False,False,0.0,-0.000276648274677882,0.0
110,5.707233674125746,,16.28365625,16.307579562940248,16.28365625,0.0,8.48655290901661,16.34765625,0.04541015625,False,False,0.0,0.023355491512006665,0.0
111,5.759028861997649,,16.28365625,16.299742285621022,16.28365625,0.0,1.217757761478424,16.34765625,0.04541015625,False,False,0.0,-0.007837277319225677,0.0
112,5.810668069170788,,16.28365625,16.294472500351574,16.28365625,0.0,0.17705395817756653,16.34765625,0.04541015625,False,False,0.0,-0.005269785269433669,0.0
113,5.8623278881423175,,16.28365625,16.2909290967364,16.28365625,0.0,12.370372116565704,16.34765625,0.04541015625,False,False,0.0,-0.0035434036151684722,0.0
114,5.914072428131476,,16.28365625,16.288546512145558,16.28365625,0.0,0.37016160786151886,16.34765625,0.04541015625,False,False,0.0,-0.002382584590833403,0.0
115,5.966069319052622,,16.28365625,16.286944462266675,16.28365625,0.0,1.392078548669815,16.34765625,0.04541015625,False,False,0.0,-0.0016020498788975601,0.0
116,6.01789297000505,,16.28365625,16.285867243928113,16.28365625,0.0,0.03488212823867798,16.34765625,0.04541015625,False,False,0.0,-0.0010772183385654444,0.0
117,6.069635715102777,,16.28365625,16.285142922317267,16.28365625,0.0,0.03488078713417053,16.34765625,0.04541015625,False,False,0.0,-0.0007243216108463457,0.0
118,6.121602382976562,,16.28365625,16.29762854471613,16.28365625,0.0,-0.06704332306981087,16.34765625,0.04541015625,False,False,0.0,0.012485622398855867,0.0
119,6.173337497981265,,16.28365625,16.293051220967126,16.28365625,0.0,0.03756299614906311,16.34765625,0.04541015625,False,False,0.0,-0.004577323749003881,0.0
120,6.225120853167027,,16.28365625,16.302946084728298,16.28365625,0.0,0.045598894357681274,16.34765625,0.04541015625,False,False,0.0,0.009894863761161332,0.0
121,6.276881616096944,,16.28365625,16.296626734871314,16.28365625,0.0,0.3620995581150055,16.34765625,0.04541015625,False,False,0.0,-0.0063193498569944495,0.0
122,6.328797637019306,,16.28365625,16.29237760402747,16.28365625,0.0,0.04291132092475891,16.34765625,0.04541015625,False,False,0.0,-0.004249130843845705,0.0
123,6.380594418151304,,16.28365625,16.289520488448073,16.28365625,0.0,3.5539229214191437,16.34765625,0.04541015625,False,False,0.0,-0.0028571155793883918,0.0
124,6.432172070024535,,16.28365625,16.286889603424637,16.28365625,0.0,0.04022374749183655,16.34765625,0.04541015625,False,False,0.0,-0.0026308850234499914,0.0
125,6.483957296004519,,16.28365625,16.285830356842723,16.28365625,0.0,0.040223076939582825,16.34765625,0.04541015625,False,False,0.0,-0.0010592465819172503,0.0
126,6.53559341118671,,16.28365625,16.285118119441048,16.28365625,0.0,0.04022642970085144,16.34765625,0.04541015625,False,False,0.0,-0.0007122374016717004,0.0
127,6.58751713600941,,16.28365625,16.284639211012163,16.28365625,0.0,0.09118571877479553,16.34765625,0.04541015625,False,False,0.0,-0.0004789084288745471,0.0
128,6.6395361931063235,,16.28365625,16.284317192984577,16.28365625,0.0,7.386794239282608,16.34765625,0.04541015625,False,False,0.0,-0.0003220180275889106,0.0
129,6.691256270976737,,16.28365625,16.284100668062827,16.28365625,0.0,0.12604907155036926,16.34765625,0.04541015625,False,False,0.0,-0.00021652492173984683,0.0
130,6.743000774178654,,16.28365625,16.283955076705443,16.28365625,0.0,1.6629548370838165,16.34765625,0.04541015625,False,False,0.0,-0.00014559135738068107,0.0
131,6.795010035159066,,16.28365625,16.28385718107674,16.28365625,0.0,0.04021838307380676,16.34765625,0.04541015625,False,False,0.0,-9.789562869855217e-05,0.0
132,6.847107685171068,,16.28365625,16.283791356056,16.28365625,0.0,0.04021838307380676,16.34765625,0.04541015625,False,False,0.0,-6.582502072660645e-05,0.0
133,6.898955187993124,,16.28365625,16.28374709531205,16.28365625,0.0,0.04021838307380676,16.34765625,0.04541015625,False,False,0.0,-4.42607439481435e-05,0.0
134,6.950813543051481,,16.28365625,16.28371733438782,16.28365625,0.0,0.04290059208869934,16.34765625,0.04541015625,False,False,0.0,-2.9760924235233688e-05,0.0
135,7.002605917165056,,16.28365625,16.283697323142373,16.28365625,0.0,0.045571401715278625,16.34765625,0.04541015625,False,False,0.0,-2.0011245453588344e-05,0.0
136,7.0544400319922715,,16.28365625,16.28368386758093,16.28365625,0.0,0.04020228981971741,16.34765625,0.04541015625,False,False,0.0,-1.3455561429509544e-05,0.0
137,7.106284053996205,,16.28365625,16.283674820061414,16.28365625,0.0,2.5748898088932037,16.34765625,0.04541015625,False,False,0.0,-9.047519512250801e-06,0.0
138,7.1581766861490905,,16.28365625,16.283668736509295,16.28365625,0.0,0.04020228981971741,16.34765625,0.04541015625,False,False,0.0,-6.083552108293588e-06,0.0
139,7.20999302319251,,16.28365625,16.28366313466166,16.28365625,0.0,0.7939030230045319,16.34765625,0.04541015625,False,False,0.0,-5.601847647085378e-06,0.0
140,7.261787860188633,,16.28365625,16.283660879246497,16.28365625,0.0,0.04019692540168762,16.34765625,0.04541015625,False,False,0.0,-2.2554151541953615e-06,0.0
141,7.31362714106217,,16.28365625,16.283659362705343,16.28365625,0.0,0.04019692540168762,16.34765625,0.04541015625,False,False,0.0,-1.5165411468842649e-06,0.0
142,7.365791421150789,,16.28365625,16.28365834298307,16.28365625,0.0,0.37010326981544495,16.34765625,0.04541015625,False,False,0.0,-1.019722276396351e-06,0.0
143,7.417644313070923,,16.28365625,16.283657657321818,16.28365625,0.0,0.04823818802833557,16.34765625,0.04541015625,False,False,0.0,-6.856612628780567e-07,0.0
144,7.469472983153537,,16.28365625,16.283657196283194,16.28365625,0.0,0.03750935196876526,16.34765625,0.04541015625,False,False,0.0,-4.6103860995572177e-07,0.0
145,7.521333097014576,,16.28365625,16.28365688628082,16.28365625,0.0,0.03750935196876526,16.34765625,0.04541015625,False,False,0.0,-3.100023775459704e-07,0.0
146,7.573154730023816,,16.28365625,16.28365667783522,16.28365625,0.0,0.03750935196876526,16.34765625,0.04541015625,False,False,0.0,-2.0844561277044704e-07,0.0
147,7.625170435989276,,16.28365625,16.283656537676404,16.28365625,0.0,0.03750935196876526,16.34765625,0.04541015625,False,False,0.0,-1.4015881788509432e-07,0.0
148,7.677015810040757,,16.28365625,16.283656443433614,16.28365625,0.0,-57.47174620628357,16.34765625,0.04541015625,False,False,0.0,-9.424277891412203e-08,0.0
149,7.7288981101009995,,16.28365625,16.283656380064762,16.28365625,0.0,0.04822678864002228,16.34765625,0.04541015625,False,False,0.0,-6.336884439406276e-08,0.0
150,7.780768798198551,,16.28365625,16.283656337455547,16.28365625,0.0,0.04017479717731476,16.34765625,0.04541015625,False,False,0.0,-4.260920150045422e-08,0.0
151,7.832517042988911,,16.28365625,16.29947663421355,16.371546875,0.0,-0.08588836120907217,16.435546875,0.045654296875,False,False,0.0,0.0158202967579939,0.087890625
152,7.884503545006737,,16.28365625,16.32308684509519,16.371546875,0.0,0.04821605980396271,16.435546875,0.045654296875,False,False,0.0,0.02361021088162829,0.0
153,7.936372549040243,,16.28365625,16.33896235089201,16.371546875,0.0,-0.08053467201534659,16.435546875,0.045654296875,False,False,0.0,0.015875505796827838,0.0
154,7.9879750912077725,,16.28365625,16.324787842361626,16.28365625,0.0,8.939715474843979,16.34765625,0.04541015625,False,False,0.0,-0.014174508530373942,-0.087890625
155,8.039559949189425,,16.28365625,16.311313132703955,16.28365625,0.0,0.03746107220649719,16.34765625,0.04541015625,False,False,0.0,-0.013474709657657513,0.0
156,8.091164880199358,,16.28365625,16.30225273793014,16.28365625,0.0,0.04014328122138977,16.34765625,0.04541015625,False,False,0.0,-0.00906039477382592,0.0
157,8.14306221716106,,16.28365625,16.298905370102712,16.28365625,0.0,1.7889368534088135,16.34765625,0.04541015625,False,False,0.0,-0.003347367827416292,0.0
158,8.195240774191916,,16.28365625,16.293909758357067,16.28365625,0.0,0.048157721757888794,16.34765625,0.04541015625,False,False,0.0,-0.0049956117456417815,0.0
159,8.246977353002876,,16.28365625,16.28930970639582,16.28365625,0.0,0.048157721757888794,16.34765625,0.04541015625,False,False,0.0,-0.004600051961233476,0.0
160,8.29865241306834,,16.28365625,16.287457634080553,16.28365625,0.0,0.045470818877220154,16.34765625,0.04541015625,False,False,0.0,-0.0018520723152732899,0.0
161,8.350497880019248,,16.28365625,16.286212300655762,16.28365625,0.0,0.04010841250419617,16.34765625,0.04541015625,False,False,0.0,-0.001245333424776618,0.0
162,8.402209033025429,,16.28365625,16.285374938460937,16.28365625,0.0,0.07497578859329224,16.34765625,0.04541015625,False,False,0.0,-0.0008373621948294385,0.0
163,8.453957222169265,,16.28365625,16.284811896121134,16.28365625,0.0,0.037423521280288696,16.34765625,0.04541015625,False,False,0.0,-0.0005630423397917639,0.0
164,8.505756782134995,,16.28365625,16.28443330645185,16.28365625,0.0,0.048151686787605286,16.34765625,0.04541015625,False,False,0.0,-0.0003785896692818369,0.0
165,8.557748007122427,,16.28365625,16.284178742758225,16.28365625,0.0,4.5730336010456085,16.34765625,0.04541015625,False,False,0.0,-0.0002545636936304163,0.0
166,8.609654029132798,,16.28365625,16.28400757413063,16.28365625,0.0,-1.6792016476392746,16.34765625,0.04541015625,False,False,0.0,-0.00017116862758825846,0.0
167,8.661379312165082,,16.28365625,16.283892480345436,16.28365625,0.0,0.1849336177110672,16.34765625,0.04541015625,False,False,0.0,-0.0001150937851832623,0.0
168,8.71334442612715,,16.28365625,16.28381509128427,16.28365625,0.0,1.3946105539798737,16.34765625,0.04541015625,False,False,0.0,-7.738906117538136e-05,0.0
169,8.765072282170877,,16.28365625,16.283763054879543,16.28365625,0.0,0.040095001459121704,16.34765625,0.04541015625,False,False,0.0,-5.2036404724731256e-05,0.0
170,8.81690047099255,,16.28365625,16.283728065601004,16.28365625,0.0,0.040090978145599365,16.34765625,0.04541015625,False,False,0.0,-3.498927853229361e-05,0.0
171,8.868681272026151,,16.28365625,16.283704538810117,16.28365625,0.0,0.22785097360610962,16.34765625,0.04541015625,False,False,0.0,-2.352679089767662e-05,0.0
172,8.920393018051982,,16.28365625,16.28368871939592,16.28365625,0.0,0.040095001459121704,16.34765625,0.04541015625,False,False,0.0,-1.581941418749011e-05,0.0
173,8.972183134173974,,16.28365625,16.312471051171812,16.371546875,0.0,0.026679933071136475,16.435546875,0.045654296875,False,False,0.0,0.028782331775886405,0.087890625
174,9.023833547020331,,16.28365625,16.316003978557927,16.28365625,0.0,0.04812553524971008,16.34765625,0.04541015625,False,False,0.0,0.00353292738611799,-0.087890625
175,9.075627422193065,,16.28365625,16.301491752399524,16.28365625,0.0,0.04008159041404724,16.34765625,0.04541015625,False,False,0.0,-0.014512226158387875,0.0
176,9.127397074131295,,16.28365625,16.311469154313443,16.371546875,0.0,0.010573938488960266,16.435546875,0.045654296875,False,False,0.0,0.009977401913914719,0.087890625
177,9.179118524072692,,16.28365625,16.331150615610362,16.371546875,0.0,-0.08062586712185293,16.435546875,0.045654296875,False,False,0.0,0.019681461296926273,0.0
178,9.23087677010335,,16.28365625,16.344384430186405,16.371546875,0.0,-0.08063190209213644,16.435546875,0.045654296875,False,False,0.0,0.013233814576040004,0.0
179,9.282640219200402,,16.28365625,16.353282847107337,16.371546875,0.0,0.015916898846626282,16.435546875,0.045654296875,False,False,0.0,0.008898416920942509,0.0
180,9.334495464107022,,16.28365625,16.35926614264497,16.371546875,0.0,-0.08064732479397207,16.435546875,0.045654296875,False,False,0.0,0.005983295537646427,0.0
181,9.386143394978717,,16.28365625,16.363289310564475,16.371546875,0.0,9.446548372507095,16.435546875,0.045654296875,False,False,0.0,0.004023167919513071,0.0
182,9.438273472012952,,16.28365625,16.350174176173553,16.28365625,0.0,-0.0645756907761097,16.34765625,0.04541015625,False,False,0.0,-0.013115134390915273,-0.087890625
183,9.49054401111789,,16.28365625,16.328382903559092,16.28365625,0.0,0.04807658493518829,16.34765625,0.04541015625,False,False,0.0,-0.021791272614450463,0.0
184,9.542594977188855,,16.28365625,16.313730451853136,16.28365625,0.0,0.04807189106941223,16.34765625,0.04541015625,False,False,0.0,-0.014652451705956082,0.0
185,9.594495981000364,,16.28365625,16.30387814332605,16.28365625,0.0,0.04001453518867493,16.34765625,0.04541015625,False,False,0.0,-0.009852308527086961,0.0
186,9.646563114132732,,16.28365625,16.297253451072436,16.28365625,0.0,-38.84934067726135,16.34765625,0.04541015625,False,False,0.0,-0.00662469225360951,0.0
187,9.698578376090154,,16.28365625,16.30861932050111,16.371546875,0.0,1.810261756181717,16.435546875,0.045654296875,False,False,0.0,0.011365869428686892,0.087890625
188,9.750562824076042,,16.28365625,16.329234387354944,16.371546875,0.0,-0.08070566284004599,16.435546875,0.045654296875,False,False,0.0,0.02061506685384984,0.0
189,9.80236729211174,,16.28365625,16.327275645807465,16.28365625,0.0,-0.06461860612034798,16.34765625,0.04541015625,False,False,0.0,-0.0019587415474688896,-0.087890625
190,9.854377850191668,,16.28365625,16.312985931740936,16.28365625,0.0,7.091503813862801,16.34765625,0.04541015625,False,False,0.0,-0.014289714066535453,0.0
191,9.906163485022262,,16.28365625,16.303377528002606,16.28365625,0.0,0.05338802933692932,16.34765625,0.04541015625,False,False,0.0,-0.009608403738326388,0.0
192,9.957960713189095,,16.28365625,16.29691683732895,16.28365625,0.0,0.17139986157417297,16.34765625,0.04541015625,False,False,0.0,-0.006460690673662839,0.0
193,10.010394992073998,,16.28365625,16.321365637669988,16.371546875,0.0,4.9510956555604935,16.435546875,0.045654296875,False,False,0.0,0.024448800341048127,0.087890625
194,10.062161960173398,,16.28365625,16.3219846985193,16.28365625,0.0,-1.454030368477106,16.34765625,0.04541015625,False,False,0.0,0.0006190608493170657,-0.087890625
195,10.113860317040235,,16.28365625,16.30942829878438,16.28365625,0.0,0.10433390736579895,16.34765625,0.04541015625,False,False,0.0,-0.012556399734933166,0.0
196,10.165670859161764,,16.28365625,16.304789330003192,16.28365625,0.0,12.745578289031982,16.34765625,0.04541015625,False,False,0.0,-0.004638968781193853,0.0
197,10.217487939167768,,16.28365625,16.297866132994145,16.28365625,0.0,0.03995552659034729,16.34765625,0.04541015625,False,False,0.0,-0.006923197009058413,0.0
198,10.269504998112097,,16.28365625,16.291491124766715,16.28365625,0.0,9.014626890420914,16.34765625,0.04541015625,False,False,0.0,-0.006375008227422541,0.0
199,10.321246189065278,,16.28365625,16.28892441979314,16.28365625,0.0,10.017767027020454,16.34765625,0.04541015625,False,False,0.0,-0.002566704973560263,0.0
200,10.372960824053735,,16.28365625,16.287198567368904,16.28365625,0.0,-3.0553247407078743,16.34765625,0.04541015625,False,False,0.0,-0.0017258524242436124,0.0
201,10.424686681013554,,16.28365625,16.286038104198852,16.28365625,0.0,0.039939433336257935,16.34765625,0.04541015625,False,False,0.0,-0.0011604631700379286,0.0
202,10.476336928084493,,16.28365625,16.301078121263306,16.371546875,0.0,1.7270395159721375,16.435546875,0.045654296875,False,False,0.0,0.01504001706445024,0.087890625
203,10.528072600020096,,16.28365625,16.32416368498745,16.371546875,0.0,-47.47809827327728,16.435546875,0.045654296875,False,False,0.0,0.023085563724151825,0.0
204,10.579913679044694,,16.28365625,16.33968641803556,16.371546875,0.0,0.021131113171577454,16.435546875,0.045654296875,False,False,0.0,0.015522733048101145,0.0
205,10.631772054126486,,16.28365625,16.321330934987106,16.28365625,0.0,0.04795923829078674,16.34765625,0.04541015625,False,False,0.0,-0.01835548304845247,-0.087890625
206,10.683545078150928,,16.28365625,16.30898870818533,16.28365625,0.0,2.3814696818590164,16.34765625,0.04541015625,False,False,0.0,-0.012342226801763445,0.0
