i,t_rel,axis0.pos_estimate,axis0.vel_estimate,axis0.pos_vel_mapper.pos_rel,axis0.pos_vel_mapper.pos_abs,axis0.pos_vel_mapper.vel,axis0.pos_vel_mapper.working_offset,encoder_estimator0.pos_estimate,encoder_estimator0.vel_estimate,spi_encoder0.raw,spi_encoder0.n_errors,spi_encoder0.status,spi_encoder0.warning,onboard_encoder0.raw,onboard_encoder0.status,axis0.active_errors,axis0.pos_estimate.delta,axis0.pos_vel_mapper.pos_rel.delta,encoder_estimator0.pos_estimate.delta,spi_encoder0.raw.delta,onboard_encoder0.raw.delta
56,3.032411343185231,0.056877732276916504,0.010936558246612549,0.056874752044677734,,0.0063097476959228516,0.0,0.9963861703872681,0.0036796927452087402,0.9963836669921875,0.0,0.0,0.0,0.388427734375,0.0,268435969.0,-2.0802021026611328e-05,-1.5139579772949219e-05,-7.3909759521484375e-06,0.0,0.367919921875
57,3.0865918891504407,0.05686992406845093,0.0005948543548583984,0.0568697452545166,,0.0004011392593383789,0.0,0.9963839054107666,0.00022232532501220703,0.9963836669921875,0.0,0.0,0.0,0.16204833984375,0.0,268435969.0,-7.808208465576172e-06,-5.0067901611328125e-06,-2.2649765014648438e-06,0.0,-0.22637939453125
58,3.1407827681396157,0.05700892210006714,0.26548534631729126,0.05698263645172119,,0.16268223524093628,0.0,0.9964466094970703,0.09670734405517578,0.9963836669921875,0.0,0.0,0.0,0.179443359375,0.0,268435969.0,0.00013899803161621094,0.00011289119720458984,6.270408630371094e-05,0.0,0.01739501953125
59,3.1947914080228657,0.056869566440582275,-0.00023961068654898554,0.056869566440582275,,-0.00023961068654898554,0.0,0.9963837265968323,-0.00022470952535513788,0.9963836669921875,0.0,0.0,0.0,0.0050048828125,0.0,268435969.0,-0.00013935565948486328,-0.00011307001113891602,-6.288290023803711e-05,0.0,-0.1744384765625
60,3.2489115830976516,0.0568699836730957,0.000683903694152832,0.0568697452545166,,0.0004082322120666504,0.0,0.9963839054107666,0.00022941827774047852,0.9963836669921875,0.0,0.0,0.0,0.86468505859375,0.0,268435969.0,4.172325134277344e-07,1.7881393432617188e-07,1.7881393432617188e-07,0.0,0.85968017578125
61,3.303043778054416,0.05698972940444946,0.42877262830734253,0.0570182204246521,,0.2856544256210327,0.0,0.9964893460273743,0.176466166973114,0.9963836669921875,0.0,0.0,0.0,0.71630859375,0.0,268435969.0,0.00011974573135375977,0.00014847517013549805,0.00010544061660766602,0.0,-0.14837646484375
62,3.3570406020153314,0.05688035488128662,0.015749037265777588,0.0568770170211792,,0.009103119373321533,0.0,0.9963873028755188,0.005266070365905762,0.9963836669921875,0.0,0.0,0.0,0.52655029296875,0.0,268435969.0,-0.0001093745231628418,-0.0001412034034729004,-0.00010204315185546875,0.0,-0.18975830078125
63,3.4110386490356177,0.056974709033966064,0.17572021484375,0.05694860219955444,,0.10485029220581055,0.0,0.9964248538017273,0.06151026487350464,0.9963836669921875,0.0,0.0,0.0,0.4542236328125,0.0,268435969.0,9.435415267944336e-05,7.158517837524414e-05,3.7550926208496094e-05,0.0,-0.07232666015625
64,3.4660497831646353,0.05687534809112549,0.008439779281616211,0.05687350034713745,,0.004498422145843506,0.0,0.996385395526886,0.002665579319000244,0.9963836669921875,0.0,0.0,0.0,0.20465087890625,0.0,268435969.0,-9.936094284057617e-05,-7.510185241699219e-05,-3.9458274841308594e-05,0.0,-0.24957275390625
65,3.5201642180327326,0.05589324235916138,-2.2970752716064453,0.052986860275268555,,0.549031674861908,0.0,0.9961855411529541,0.8945672512054443,0.9963836669921875,0.0,0.0,0.0,0.53826904296875,0.0,268435969.0,-0.0009821057319641113,-0.0038866400718688965,-0.00019985437393188477,0.0,0.3336181640625
66,3.5741668581031263,0.056869566440582275,-0.00016582013631705195,0.056869566440582275,,-0.00021797420049551874,0.0,0.9963837265968323,-0.00024032594228629023,0.9963836669921875,0.0,0.0,0.0,0.2789306640625,0.0,268435969.0,0.0009763240814208984,0.0038827061653137207,0.00019818544387817383,0.0,-0.25933837890625
67,3.628298645140603,0.05686992406845093,0.0005497336387634277,0.0568697452545166,,0.0003560185432434082,0.0,0.9963839054107666,0.0001697540283203125,0.9963836669921875,0.0,0.0,0.0,0.6463623046875,0.0,268435969.0,3.5762786865234375e-07,1.7881393432617188e-07,1.7881393432617188e-07,0.0,0.367431640625
68,3.6826682090759277,0.056869566440582275,-0.00023251773382071406,0.056869566440582275,,-0.00023251773382071406,0.0,0.9963837265968323,-0.00023251773382071406,0.9963836669921875,0.0,0.0,0.0,0.54296875,0.0,268435969.0,-3.5762786865234375e-07,-1.7881393432617188e-07,-1.7881393432617188e-07,0.0,-0.1033935546875
69,3.7366563491523266,0.05700284242630005,0.21732455492019653,0.05696600675582886,,0.13056999444961548,0.0,0.989072322845459,-1.8508450984954834,0.9963836669921875,0.0,0.0,0.0,0.74072265625,0.0,268435969.0,0.00013327598571777344,9.644031524658203e-05,-0.007311403751373291,0.0,0.19775390625
70,3.790694988099858,0.0568731427192688,0.004796445369720459,0.056871771812438965,,0.002807140350341797,0.0,0.9963847994804382,0.0016523003578186035,0.9963836669921875,0.0,0.0,0.0,0.62017822265625,0.0,268435969.0,-0.00012969970703125,-9.423494338989258e-05,0.007312476634979248,0.0,-0.12054443359375
71,3.8447984231170267,0.05686992406845093,0.0005943179130554199,0.0568697452545166,,0.0004006028175354004,0.0,0.9963839054107666,0.00022178888320922852,0.9963836669921875,0.0,0.0,0.0,0.6446533203125,0.0,268435969.0,-3.2186508178710938e-06,-2.0265579223632812e-06,-8.940696716308594e-07,0.0,0.02447509765625
72,3.8987847110256553,0.05687052011489868,0.0015780925750732422,0.05687028169631958,,0.0009075403213500977,0.0,0.9963840246200562,0.0005350112915039062,0.9963836669921875,0.0,0.0,0.0,0.15765380859375,0.0,268435969.0,5.960464477539062e-07,5.364418029785156e-07,1.1920928955078125e-07,0.0,-0.48699951171875
73,3.9527978331316262,0.056869566440582275,-0.00022488833928946406,0.056869566440582275,,-0.00022488833928946406,0.0,0.9963837265968323,-0.00023233891988638788,0.9963836669921875,0.0,0.0,0.0,0.82196044921875,0.0,268435969.0,-9.5367431640625e-07,-7.152557373046875e-07,-2.980232238769531e-07,0.0,0.664306640625
74,4.006928101181984,0.056869566440582275,-0.0002397895004833117,0.056869566440582275,,-0.0002397895004833117,0.0,0.9963837265968323,-0.0002397895004833117,0.9963836669921875,0.0,0.0,0.0,0.798828125,0.0,268435969.0,0.0,0.0,0.0,0.0,-0.02313232421875
75,4.061042222194374,0.05693715810775757,0.10482794046401978,0.05691826343536377,,0.06148791313171387,0.0,0.9917545318603516,-0.8007080554962158,0.9963836669921875,0.0,0.0,0.0,0.78662109375,0.0,268435969.0,6.759166717529297e-05,4.869699478149414e-05,-0.004629194736480713,0.0,-0.01220703125
76,4.115058713126928,0.056869566440582275,-0.00023251773382071406,0.056869566440582275,,-0.00023251773382071406,0.0,0.9963837265968323,-0.00023251773382071406,0.9963836669921875,0.0,0.0,0.0,0.03082275390625,0.0,268435969.0,-6.759166717529297e-05,-4.869699478149414e-05,0.004629194736480713,0.0,-0.75579833984375
77,4.169050483033061,0.056869566440582275,-0.00018751622701529413,0.056869566440582275,,-0.00023967029119376093,0.0,0.9963837265968323,-0.00023967029119376093,0.9963836669921875,0.0,0.0,0.0,0.15625,0.0,268435969.0,0.0,0.0,0.0,0.0,0.12542724609375
78,4.223178696120158,0.0568697452545166,0.0003561973571777344,0.0568697452545166,,0.00019228458404541016,0.0,0.9963837265968323,0.00014013051986694336,0.9963836669921875,0.0,0.0,0.0,0.75128173828125,0.0,268435969.0,1.7881393432617188e-07,1.7881393432617188e-07,0.0,0.0,0.59503173828125
79,4.277181743178517,0.056874752044677734,0.007613182067871094,0.0568731427192688,,0.0044168829917907715,0.0,0.996385395526886,0.0026063919067382812,0.9963836669921875,0.0,0.0,0.0,0.0775146484375,0.0,268435969.0,5.0067901611328125e-06,3.3974647521972656e-06,1.6689300537109375e-06,0.0,-0.67376708984375
80,4.331181771121919,0.056661009788513184,0.5278496146202087,0.05699014663696289,,0.3798512816429138,0.0,0.996516764163971,0.24491381645202637,0.9963836669921875,0.0,0.0,0.0,0.28912353515625,0.0,268435969.0,-0.00021374225616455078,0.0001170039176940918,0.00013136863708496094,0.0,0.21160888671875
81,4.3854462241288275,0.0568697452545166,0.00031882524490356445,0.0568697452545166,,0.0001698136329650879,0.0,0.9963837265968323,0.00012511014938354492,0.9963836669921875,0.0,0.0,0.0,0.5999755859375,0.0,268435969.0,0.00020873546600341797,-0.00012040138244628906,-0.00013303756713867188,0.0,0.31085205078125
