i,t,axis_pos,mapper_pos,estimator_pos,spi_raw,spi_errors,spi_status,axis_pos_d,mapper_pos_d,estimator_pos_d,spi_raw_d,dt
378,4.446063360199332,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-1.3053417205810547e-05,-9.894371032714844e-06,-7.510185241699219e-06,0.0,0.011857630219310522
379,4.457682101987302,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.011618741787970066
380,4.469563472084701,0.057530105113983154,0.05752450227737427,0.9970338940620422,0.99700927734375,0,0,3.49879264831543e-05,2.9385089874267578e-05,2.4616718292236328e-05,0.0,0.011881370097398758
381,4.481181084178388,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-3.4868717193603516e-05,-2.9265880584716797e-05,-2.4497509002685547e-05,0.0,0.011617612093687057
382,4.492969844024628,0.0575108528137207,0.05750828981399536,0.9970192909240723,0.99700927734375,0,0,1.5616416931152344e-05,1.3053417205810547e-05,9.894371032714844e-06,0.0,0.011788759846240282
383,4.504680993035436,0.05751204490661621,0.05750924348831177,0.9970210790634155,0.99700927734375,0,0,1.1920928955078125e-06,9.5367431640625e-07,1.7881393432617188e-06,0.0,0.011711149010807276
384,4.516318234149367,0.05749619007110596,0.057495951652526855,0.9970099925994873,0.99700927734375,0,0,-1.5854835510253906e-05,-1.329183578491211e-05,-1.1086463928222656e-05,0.0,0.01163724111393094
385,4.528075012145564,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.0728836059570312e-06,-8.344650268554688e-07,-7.152557373046875e-07,0.0,0.011756777996197343
386,4.539687643060461,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011612630914896727
387,4.551307755056769,0.057495951652526855,0.057495832443237305,0.9970098733901978,0.99700927734375,0,0,8.344650268554688e-07,7.152557373046875e-07,5.960464477539062e-07,0.0,0.011620111996307969
388,4.563061497174203,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-8.344650268554688e-07,-7.152557373046875e-07,-5.960464477539062e-07,0.0,0.01175374211743474
389,4.5746840899810195,0.057496070861816406,0.05749589204788208,0.9970099329948425,0.99700927734375,0,0,9.5367431640625e-07,7.748603820800781e-07,6.556510925292969e-07,0.0,0.011622592806816101
390,4.586462571984157,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-9.5367431640625e-07,-7.748603820800781e-07,-6.556510925292969e-07,0.0,0.01177848200313747
391,4.598187573021278,0.05758768320083618,0.05757492780685425,0.9970775842666626,0.99700927734375,0,0,9.256601333618164e-05,7.981061935424805e-05,6.830692291259766e-05,0.0,0.011725001037120819
392,4.609816833166406,0.057495832443237305,0.05749565362930298,0.9970096945762634,0.99700927734375,0,0,-9.185075759887695e-05,-7.927417755126953e-05,-6.788969039916992e-05,0.0,0.011629260145127773
393,4.62218992318958,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-7.152557373046875e-07,-5.364418029785156e-07,-4.172325134277344e-07,0.0,0.012373090023174882
394,4.633952368050814,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011762444861233234
395,4.6456954050809145,0.05291330814361572,0.05473250150680542,0.9954203367233276,0.99700927734375,0,0,-0.004581809043884277,-0.00276261568069458,-0.0015889406204223633,0.0,0.011743037030100822
396,4.657317999051884,0.05749553442001343,0.05749547481536865,0.9970095157623291,0.99700927734375,0,0,0.004582226276397705,0.0027629733085632324,0.0015891790390014648,0.0,0.01162259397096932
397,4.66898505599238,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-4.172325134277344e-07,-3.5762786865234375e-07,-2.384185791015625e-07,0.0,0.011667056940495968
398,4.680819648085162,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011834592092782259
399,4.692899777088314,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012080129003152251
400,4.704687277087942,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011787499999627471
401,4.716315852012485,0.05458879470825195,0.05575692653656006,0.9962887167930603,0.99700927734375,0,0,-0.002906322479248047,-0.0017381906509399414,-0.0007205605506896973,0.0,0.0116285749245435
402,4.728187352186069,0.05005669593811035,0.05279362201690674,0.9941032528877258,0.99700927734375,0,0,-0.0045320987701416016,-0.0029633045196533203,-0.0021854639053344727,0.0,0.011871500173583627
403,4.739947241032496,0.05764317512512207,0.05763477087020874,0.9971297979354858,0.99700927734375,0,0,0.007586479187011719,0.004841148853302002,0.0030265450477600098,0.0,0.011759888846427202
404,4.751823612023145,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-0.00014793872833251953,-0.00013953447341918945,-0.00012040138244628906,0.0,0.011876370990648866
405,4.763564649038017,0.057557523250579834,0.05754762887954712,0.9970533847808838,0.99700927734375,0,0,6.22868537902832e-05,5.239248275756836e-05,4.398822784423828e-05,0.0,0.011741037014871836
406,4.775189521024004,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-6.22868537902832e-05,-5.239248275756836e-05,-4.398822784423828e-05,0.0,0.011624871985986829
407,4.786939447047189,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.011749926023185253
408,4.798694503027946,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011755055980756879
409,4.8104850221425295,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.01179051911458373
410,4.822188893100247,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.0117038709577173
411,4.834069504169747,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011880611069500446
412,4.845696190139279,0.057496845722198486,0.057496607303619385,0.9970105290412903,0.99700927734375,0,0,1.7285346984863281e-06,1.4901161193847656e-06,1.2516975402832031e-06,0.0,0.011626685969531536
413,4.857327913166955,0.05750715732574463,0.057505130767822266,0.9970169067382812,0.99700927734375,0,0,1.0311603546142578e-05,8.52346420288086e-06,6.377696990966797e-06,0.0,0.011631723027676344
414,4.869203098118305,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-1.1920928955078125e-05,-9.894371032714844e-06,-7.510185241699219e-06,0.0,0.011875184951350093
415,4.881065543042496,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.01186244492419064
416,4.892902154009789,0.05750948190689087,0.05750715732574463,0.9970184564590454,0.99700927734375,0,0,1.436471939086914e-05,1.2040138244628906e-05,9.179115295410156e-06,0.0,0.011836610967293382
417,4.904692358104512,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-1.424551010131836e-05,-1.1920928955078125e-05,-9.059906005859375e-06,0.0,0.011790204094722867
418,4.917002356145531,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.012309998041018844
419,4.929198594996706,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012196238851174712
420,4.9409753361251205,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.01177674112841487
421,4.95269772503525,0.05766582489013672,0.05774050951004028,0.9972833395004272,0.99700927734375,0,0,0.00017070770263671875,0.0002453923225402832,0.0002740621566772461,0.0,0.011722388910129666
422,4.964332818984985,0.05156773328781128,0.05523639917373657,0.9960230588912964,0.99700927734375,0,0,-0.0060980916023254395,-0.002504110336303711,-0.0012602806091308594,0.0,0.011635093949735165
423,4.976913575083017,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,0.005927622318267822,0.0022589564323425293,0.0009864568710327148,0.0,0.012580756098031998
424,4.98925994313322,0.05751234292984009,0.05750828981399536,0.9970192909240723,0.99700927734375,0,0,1.6987323760986328e-05,1.2934207916259766e-05,9.775161743164062e-06,0.0,0.012346368050202727
425,5.00136486813426,0.05755758285522461,0.05754363536834717,0.9970501661300659,0.99700927734375,0,0,4.5239925384521484e-05,3.534555435180664e-05,3.0875205993652344e-05,0.0,0.012104925001040101
426,5.013610477093607,0.05750209093093872,0.057500362396240234,0.9970120191574097,0.99700927734375,0,0,-5.549192428588867e-05,-4.3272972106933594e-05,-3.814697265625e-05,0.0,0.01224560895934701
427,5.027253117179498,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-6.973743438720703e-06,-5.245208740234375e-06,-2.7418136596679688e-06,0.0,0.01364264008589089
428,5.0398078539874405,0.05750089883804321,0.057499468326568604,0.9970123171806335,0.99700927734375,0,0,5.781650543212891e-06,4.351139068603516e-06,3.039836883544922e-06,0.0,0.01255473680794239
429,5.052116722101346,0.05749619007110596,0.05749589204788208,0.9970099329948425,0.99700927734375,0,0,-4.708766937255859e-06,-3.5762786865234375e-06,-2.384185791015625e-06,0.0,0.012308868113905191
430,5.0644826830830425,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.0728836059570312e-06,-7.748603820800781e-07,-6.556510925292969e-07,0.0,0.012365960981696844
431,5.0767624960280955,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012279812945052981
432,5.089233548147604,0.05750632286071777,0.05750364065170288,0.9970163106918335,0.99700927734375,0,0,1.1205673217773438e-05,8.52346420288086e-06,7.033348083496094e-06,0.0,0.012471052119508386
433,5.101492139045149,0.05752354860305786,0.057633817195892334,0.997160792350769,0.99700927734375,0,0,1.722574234008789e-05,0.00013017654418945312,0.00014448165893554688,0.0,0.012258590897545218
434,5.113955062115565,0.05765032768249512,0.057651519775390625,0.9971494674682617,0.99700927734375,0,0,0.00012677907943725586,1.7702579498291016e-05,-1.1324882507324219e-05,0.0,0.012462923070415854
435,5.12649354012683,0.0537877082824707,0.055758118629455566,0.9960238337516785,0.99700927734375,0,0,-0.003862619400024414,-0.0018934011459350586,-0.001125633716583252,0.0,0.012538478011265397
436,5.138813944999129,0.0574953556060791,0.0574953556060791,0.9970094561576843,0.99700927734375,0,0,0.0037076473236083984,0.0017372369766235352,0.0009856224060058594,0.0,0.01232040487229824
437,5.150983759202063,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-2.384185791015625e-07,-1.7881393432617188e-07,0.0,0.012169814202934504
438,5.16335812699981,0.05762982368469238,0.05764275789260864,0.9971427917480469,0.99700927734375,0,0,0.0001347064971923828,0.00014764070510864258,0.000133514404296875,0.0,0.012374367797747254
439,5.1756057541351765,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-0.00013458728790283203,-0.0001475214958190918,-0.00013339519500732422,0.0,0.012247627135366201
440,5.1878865491598845,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.012280795024707913
441,5.2002473240718246,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012360774911940098
442,5.212493656203151,0.0565112829208374,0.057153165340423584,0.9922730326652527,0.99700927734375,0,0,-0.0009838342666625977,-0.000341951847076416,-0.0047362446784973145,0.0,0.012246332131326199
443,5.224734783172607,0.0574955940246582,0.051567912101745605,0.9933007955551147,0.99700927734375,0,0,0.0009843111038208008,-0.0055852532386779785,0.0010277628898620605,0.0,0.012241126969456673
444,5.237170743988827,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,-2.384185791015625e-07,0.005927443504333496,0.0037087202072143555,0.0,0.012435960816219449
445,5.249389853095636,0.057503461837768555,0.051573872566223145,0.9933057427406311,0.99700927734375,0,0,8.106231689453125e-06,-0.005921483039855957,-0.003703773021697998,0.0,0.0122191091068089
446,5.261635611066595,0.05749541521072388,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,-8.046627044677734e-06,0.005921483039855957,0.003703773021697998,0.0,0.012245757970958948
447,5.273739646188915,0.0574951171875,0.0574951171875,0.99700927734375,0.967254638671875,0,0,-2.980232238769531e-07,-2.384185791015625e-07,-2.384185791015625e-07,-0.029754638671875,0.012104035122320056
448,5.28590607107617,0.05575764179229736,0.05677509307861328,0.9966658353805542,0.99700927734375,0,0,-0.0017374753952026367,-0.0007200241088867188,-0.0003434419631958008,0.029754638671875,0.012166424887254834
449,5.298037273110822,0.0574953556060791,0.05156773328781128,0.9941031336784363,0.99700927734375,0,0,0.0017377138137817383,-0.005207359790802002,-0.00256270170211792,0.0,0.012131202034652233
450,5.310262679122388,0.05164182186126709,0.05464732646942139,0.9953206777572632,0.99700927734375,0,0,-0.005853533744812012,0.0030795931816101074,0.0012175440788269043,0.0,0.01222540601156652
451,5.322964434046298,0.0574953556060791,0.0574953556060791,0.9970093965530396,0.99700927734375,0,0,0.005853533744812012,0.002848029136657715,0.0016887187957763672,0.0,0.012701754923909903
452,5.335242728004232,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-2.384185791015625e-07,-1.1920928955078125e-07,0.0,0.012278293957933784
453,5.347614837111905,0.05752003192901611,0.05751413106918335,0.9970250725746155,0.99700927734375,0,0,2.491474151611328e-05,1.901388168334961e-05,1.5795230865478516e-05,0.0,0.012372109107673168
454,5.359998149098828,0.05749636888504028,0.057496070861816406,0.9970100522041321,0.99700927734375,0,0,-2.3663043975830078e-05,-1.806020736694336e-05,-1.5020370483398438e-05,0.0,0.012383311986923218
455,5.372123833047226,0.0574951171875,0.05005645751953125,0.9923075437545776,0.99700927734375,0,0,-1.2516975402832031e-06,-0.007439613342285156,-0.004702508449554443,0.0,0.012125683948397636
456,5.384627423016354,0.05751115083694458,0.057507336139678955,0.9970195293426514,0.99700927734375,0,0,1.6033649444580078e-05,0.007450878620147705,0.0047119855880737305,0.0,0.01250358996912837
457,5.39679697714746,0.05728113651275635,0.05751776695251465,0.9971292018890381,0.99700927734375,0,0,-0.00023001432418823242,1.043081283569336e-05,0.00010967254638671875,0.0,0.012169554131105542
458,5.409025790169835,0.05749964714050293,0.05749857425689697,0.9970114231109619,0.99700927734375,0,0,0.00021851062774658203,-1.919269561767578e-05,-0.00011777877807617188,0.0,0.012228813022375107
459,5.421738582197577,0.05749619007110596,0.05749589204788208,0.9970099329948425,0.99700927734375,0,0,-3.4570693969726562e-06,-2.682209014892578e-06,-1.4901161193847656e-06,0.0,0.01271279202774167
460,5.434034764999524,0.05279427766799927,0.055236876010894775,0.996023416519165,0.99700927734375,0,0,-0.0047019124031066895,-0.0022590160369873047,-0.0009865164756774902,0.0,0.012296182801946998
461,5.446240190183744,0.05762511491775513,0.057663559913635254,0.9971792101860046,0.99700927734375,0,0,0.004830837249755859,0.0024266839027404785,0.0011557936668395996,0.0,0.012205425184220076
462,5.458524817135185,0.05525517463684082,0.056523263454437256,0.9965115785598755,0.99700927734375,0,0,-0.0023699402809143066,-0.001140296459197998,-0.0006676316261291504,0.0,0.012284626951441169
463,5.470751112094149,0.0574953556060791,0.0574953556060791,0.9970093965530396,0.99700927734375,0,0,0.0022401809692382812,0.0009720921516418457,0.0004978179931640625,0.0,0.01222629495896399
464,5.4830347581300884,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-2.384185791015625e-07,-1.1920928955078125e-07,0.0,0.012283646035939455
465,5.495147368172184,0.05752718448638916,0.0575176477432251,0.9970250129699707,0.99700927734375,0,0,3.2067298889160156e-05,2.2530555725097656e-05,1.5735626220703125e-05,0.0,0.012112610042095184
466,5.50762179098092,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-3.1948089599609375e-05,-2.2411346435546875e-05,-1.5616416931152344e-05,0.0,0.012474422808736563
467,5.520450768060982,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.012828977080062032
468,5.532541433116421,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012090665055438876
469,5.544787987135351,0.05749577283859253,0.0574955940246582,0.9970096945762634,0.99700927734375,0,0,6.556510925292969e-07,4.76837158203125e-07,4.172325134277344e-07,0.0,0.0122465540189296
470,5.557260558009148,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-6.556510925292969e-07,-4.76837158203125e-07,-4.172325134277344e-07,0.0,0.01247257087379694
471,5.569272613152862,0.057528674602508545,0.05752068758010864,0.9970288276672363,0.99700927734375,0,0,3.355741500854492e-05,2.5570392608642578e-05,1.9550323486328125e-05,0.0,0.012012055143713951
472,5.581502908142284,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-3.343820571899414e-05,-2.5451183319091797e-05,-1.9431114196777344e-05,0.0,0.012230294989421964
473,5.59386718319729,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.012364275055006146
474,5.606137551134452,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012270367937162519
475,5.618786696111783,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012649144977331161
476,5.630872510140762,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012085814028978348
477,5.643374229082838,0.0575944185256958,0.05757492780685425,0.9970775842666626,0.99700927734375,0,0,9.930133819580078e-05,7.981061935424805e-05,6.830692291259766e-05,0.0,0.012501718942075968
478,5.655602949205786,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-9.918212890625e-05,-7.969141006469727e-05,-6.818771362304688e-05,0.0,0.012228720122948289
479,5.668033521156758,0.05763930082321167,0.05762213468551636,0.9971225261688232,0.99700927734375,0,0,0.00014406442642211914,0.00012689828872680664,0.0001131296157836914,0.0,0.01243057195097208
480,5.6803734072018415,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-0.00014406442642211914,-0.00012689828872680664,-0.0001131296157836914,0.0,0.012339886045083404
481,5.692630572011694,0.057404398918151855,0.05757838487625122,0.997157096862793,0.99700927734375,0,0,-9.083747863769531e-05,8.314847946166992e-05,0.00014770030975341797,0.0,0.012257164809852839
482,5.704865626059473,0.057495713233947754,0.05749553442001343,0.9970096945762634,0.99700927734375,0,0,9.131431579589844e-05,-8.285045623779297e-05,-0.00014740228652954102,0.0,0.012235054047778249
483,5.717209012014791,0.0575634241104126,0.0575486421585083,0.9970508217811584,0.99700927734375,0,0,6.771087646484375e-05,5.310773849487305e-05,4.112720489501953e-05,0.0,0.012343385955318809
484,5.729504714021459,0.05749523639678955,0.05749523639678955,0.9910817742347717,0.99700927734375,0,0,-6.818771362304688e-05,-5.340576171875e-05,-0.005969047546386719,0.0,0.012295702006667852
485,5.741886193165556,0.05749553442001343,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,2.980232238769531e-07,1.1920928955078125e-07,0.005927741527557373,0.0,0.012381479144096375
486,5.754116784082726,0.057554006576538086,0.057517945766448975,0.9970266819000244,0.99700927734375,0,0,5.84721565246582e-05,2.2590160369873047e-05,1.71661376953125e-05,0.0,0.012230590917170048
487,5.768045978154987,0.05749911069869995,0.057498157024383545,0.9970117807388306,0.99700927734375,0,0,-5.4895877838134766e-05,-1.9788742065429688e-05,-1.4901161193847656e-05,0.0,0.013929194072261453
488,5.780245698057115,0.05750089883804321,0.057499468326568604,0.9970129728317261,0.99700927734375,0,0,1.7881393432617188e-06,1.3113021850585938e-06,1.1920928955078125e-06,0.0,0.012199719902127981
489,5.792501030024141,0.05749523639678955,0.057495176792144775,0.99700927734375,0.99700927734375,0,0,-5.662441253662109e-06,-4.291534423828125e-06,-3.6954879760742188e-06,0.0,0.012255331967025995
490,5.804237808100879,0.05279338359832764,0.05523616075515747,0.9956888556480408,0.99700927734375,0,0,-0.004701852798461914,-0.0022590160369873047,-0.0013204216957092285,0.0,0.011736778076738119
491,5.816377714043483,0.0575946569442749,0.057575106620788574,0.9970777630805969,0.99700927734375,0,0,0.004801273345947266,0.0023389458656311035,0.0013889074325561523,0.0,0.012139905942603946
492,5.828239992028102,0.057643234729766846,0.05763930082321167,0.9971427917480469,0.99700927734375,0,0,4.857778549194336e-05,6.41942024230957e-05,6.502866744995117e-05,0.0,0.01186227798461914
493,5.840634193038568,0.05749964714050293,0.05749857425689697,0.9970118999481201,0.99700927734375,0,0,-0.00014358758926391602,-0.00014072656631469727,-0.0001308917999267578,0.0,0.012394201010465622
494,5.852731618098915,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-4.5299530029296875e-06,-3.4570693969726562e-06,-2.6226043701171875e-06,0.0,0.012097425060346723
495,5.864732728106901,0.05760836601257324,0.05758768320083618,0.9896504282951355,0.99700927734375,0,0,0.00011324882507324219,9.256601333618164e-05,-0.007358849048614502,0.0,0.012001110007986426
496,5.876744857057929,0.05752521753311157,0.0575181245803833,0.997026801109314,0.99700927734375,0,0,-8.314847946166992e-05,-6.955862045288086e-05,0.007376372814178467,0.0,0.01201212895102799
497,5.8890202071052045,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-2.9981136322021484e-05,-2.288818359375e-05,-1.7404556274414062e-05,0.0,0.012275350047275424
498,5.90113048418425,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-1.1920928955078125e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.012110277079045773
499,5.913156261201948,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.012025777017697692
500,5.926911196205765,0.057496488094329834,0.05749619007110596,0.9970100522041321,0.99700927734375,0,0,1.3709068298339844e-06,1.0728836059570312e-06,7.748603820800781e-07,0.0,0.013754935003817081
501,5.939285175176337,0.05757492780685425,0.05755817890167236,0.9970585703849792,0.99700927734375,0,0,7.843971252441406e-05,6.198883056640625e-05,4.851818084716797e-05,0.0,0.012373978970572352
502,5.951665006112307,0.05750948190689087,0.05280256271362305,0.994757354259491,0.99700927734375,0,0,-6.54458999633789e-05,-0.004755616188049316,-0.0023012161254882812,0.0,0.012379830935969949
503,5.964277688181028,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,-1.4126300811767578e-05,0.004692792892456055,0.0022521615028381348,0.0,0.01261268206872046
504,5.976654111174867,0.05750828981399536,0.057505130767822266,0.9970169067382812,0.99700927734375,0,0,1.2934207916259766e-05,9.775161743164062e-06,7.3909759521484375e-06,0.0,0.012376422993838787
505,5.989034349098802,0.05761533975601196,0.0575944185256958,0.9970890879631042,0.99700927734375,0,0,0.00010704994201660156,8.928775787353516e-05,7.218122482299805e-05,0.0,0.012380237923935056
506,6.001404384151101,0.05766171216964722,0.05761706829071045,0.9971044659614563,0.99700927734375,0,0,4.6372413635253906e-05,2.2649765014648438e-05,1.537799835205078e-05,0.0,0.0123700350522995
507,6.014166565146297,0.057519733905792236,0.0575140118598938,0.9970224499702454,0.99700927734375,0,0,-0.00014197826385498047,-0.00010305643081665039,-8.20159912109375e-05,0.0,0.012762180995196104
508,6.026781135005876,0.05749523639678955,0.05749523639678955,0.9895707368850708,0.99700927734375,0,0,-2.4497509002685547e-05,-1.8775463104248047e-05,-0.0074517130851745605,0.0,0.012614569859579206
509,6.039149689022452,0.057558536529541016,0.057544708251953125,0.9970476031303406,0.99700927734375,0,0,6.330013275146484e-05,4.947185516357422e-05,0.007476866245269775,0.0,0.012368554016575217
510,6.0515336121898144,0.05749523639678955,0.05156761407852173,0.9941030740737915,0.99700927734375,0,0,-6.330013275146484e-05,-0.0059770941734313965,-0.0029445290565490723,0.0,0.01238392316736281
511,6.0638962760567665,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.967254638671875,0,0,1.1920928955078125e-07,0.005927741527557373,0.0029064416885375977,-0.029754638671875,0.012362663866952062
512,6.076531995087862,0.05617612600326538,0.05698627233505249,0.9968967437744141,0.99700927734375,0,0,-0.0013192296028137207,-0.0005090832710266113,-0.00011277198791503906,0.029754638671875,0.012635719031095505
513,6.088890493148938,0.0574953556060791,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,0.0013192296028137207,0.0005089640617370605,0.00011265277862548828,0.0,0.012358498061075807
514,6.101282509043813,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-1.1920928955078125e-07,-1.1920928955078125e-07,0.0,0.01239201589487493
515,6.113651876104996,0.0575486421585083,0.052834928035736084,0.9947823882102966,0.99700927734375,0,0,5.352497100830078e-05,-0.004660189151763916,-0.002226889133453369,0.0,0.012369367061182857
516,6.126411039149389,0.057504475116729736,0.057502150535583496,0.997014582157135,0.99700927734375,0,0,-4.416704177856445e-05,0.004667222499847412,0.002232193946838379,0.0,0.012759163044393063
517,6.138770388206467,0.05750089883804321,0.057499468326568604,0.9970126152038574,0.99700927734375,0,0,-3.5762786865234375e-06,-2.682209014892578e-06,-1.9669532775878906e-06,0.0,0.012359349057078362
518,6.151151516009122,0.057495176792144775,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-5.7220458984375e-06,-4.351139068603516e-06,-3.337860107421875e-06,0.0,0.0123811278026551
519,6.16352901305072,0.057496488094329834,0.05749619007110596,0.9970100522041321,0.99700927734375,0,0,1.3113021850585938e-06,1.0728836059570312e-06,7.748603820800781e-07,0.0,0.012377497041597962
520,6.17604099214077,0.05715125799179077,0.05756121873855591,0.9971439838409424,0.99700927734375,0,0,-0.0003452301025390625,6.502866744995117e-05,0.00013393163681030273,0.0,0.012511979090049863
521,6.188660284038633,0.05750739574432373,0.057504475116729736,0.9970163702964783,0.99700927734375,0,0,0.000356137752532959,-5.6743621826171875e-05,-0.00012761354446411133,0.0,0.01261929189786315
522,6.20102300401777,0.057648301124572754,0.05763751268386841,0.997131884098053,0.99700927734375,0,0,0.00014090538024902344,0.00013303756713867188,0.00011551380157470703,0.0,0.012362719979137182
523,6.213276484049857,0.05762982368469238,0.0576443076133728,0.9971486330032349,0.99700927734375,0,0,-1.8477439880371094e-05,6.794929504394531e-06,1.6748905181884766e-05,0.0,0.012253480032086372
524,6.225646204082295,0.057495832443237305,0.05749565362930298,0.9970096945762634,0.99700927734375,0,0,-0.00013399124145507812,-0.00014865398406982422,-0.00013893842697143555,0.0,0.012369720032438636
525,6.238043627003208,0.057569026947021484,0.05755329132080078,0.9970545172691345,0.99700927734375,0,0,7.319450378417969e-05,5.7637691497802734e-05,4.482269287109375e-05,0.0,0.012397422920912504
526,6.250443438999355,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-7.37905502319336e-05,-5.805492401123047e-05,-4.51207160949707e-05,0.0,0.012399811996147037
527,6.262777307070792,0.05749553442001343,0.05749547481536865,0.9970095157623291,0.99700927734375,0,0,2.980232238769531e-07,2.384185791015625e-07,1.1920928955078125e-07,0.0,0.012333868071436882
