i,t,axis_pos,mapper_pos,estimator_pos,spi_raw,spi_errors,spi_status,axis_pos_d,mapper_pos_d,estimator_pos_d,spi_raw_d,dt
30,0.3509990740567446,0.05749577283859253,0.0574955940246582,0.9970096945762634,0.99700927734375,0,0,-8.541345596313477e-05,-7.343292236328125e-05,0.007375955581665039,0.0,0.011621963931247592
31,0.3626316301524639,0.05764472484588623,0.05762594938278198,0.9971224665641785,0.99700927734375,0,0,0.00014895200729370117,0.0001303553581237793,0.00011277198791503906,0.0,0.011632556095719337
32,0.3742572241462767,0.057628631591796875,0.05761533975601196,0.9971155524253845,0.99700927734375,0,0,-1.609325408935547e-05,-1.0609626770019531e-05,-6.9141387939453125e-06,0.0,0.0116255939938128
33,0.3859098730608821,0.056527674198150635,0.05700105428695679,0.9968084692955017,0.99700927734375,0,0,-0.0011009573936462402,-0.0006142854690551758,-0.0003070831298828125,0.0,0.011652648914605379
34,0.39752015215344727,0.05751597881317139,0.057512521743774414,0.9970238208770752,0.99700927734375,0,0,0.000988304615020752,0.000511467456817627,0.00021535158157348633,0.0,0.011610279092565179
35,0.4091380601748824,0.057505130767822266,0.057503461837768555,0.9970162510871887,0.99700927734375,0,0,-1.0848045349121094e-05,-9.059906005859375e-06,-7.569789886474609e-06,0.0,0.011617908021435142
36,0.4211343191564083,0.05762660503387451,0.05760473012924194,0.9971046447753906,0.967254638671875,0,0,0.0001214742660522461,0.00010126829147338867,8.83936882019043e-05,-0.029754638671875,0.011996258981525898
37,0.4329104111529887,0.05758851766586304,0.05757564306259155,0.9970781207084656,0.99700927734375,0,0,-3.808736801147461e-05,-2.9087066650390625e-05,-2.6524066925048828e-05,0.029754638671875,0.011776091996580362
38,0.444525987142697,0.057505130767822266,0.057503461837768555,0.9970162510871887,0.99700927734375,0,0,-8.338689804077148e-05,-7.218122482299805e-05,-6.186962127685547e-05,0.0,0.011615575989708304
39,0.4561331910081208,0.057496607303619385,0.05749636888504028,0.997010350227356,0.99700927734375,0,0,-8.52346420288086e-06,-7.092952728271484e-06,-5.900859832763672e-06,0.0,0.011607203865423799
40,0.46775684016756713,0.0574951171875,0.0574951171875,0.9895706176757812,0.99700927734375,0,0,-1.4901161193847656e-06,-1.2516975402832031e-06,-0.007439732551574707,0.0,0.011623649159446359
41,0.47938545304350555,0.05756407976150513,0.05755358934402466,0.997058629989624,0.99700927734375,0,0,6.896257400512695e-05,5.84721565246582e-05,0.0074880123138427734,0.0,0.011628612875938416
42,0.491130453068763,0.057528018951416016,0.057522714138031006,0.9970324039459229,0.99700927734375,0,0,-3.606081008911133e-05,-3.0875205993652344e-05,-2.6226043701171875e-05,0.0,0.011745000025257468
43,0.5027608431410044,0.05753672122955322,0.057530105113983154,0.9970386624336243,0.99700927734375,0,0,8.702278137207031e-06,7.3909759521484375e-06,6.258487701416016e-06,0.0,0.011630390072241426
44,0.5144001031294465,0.05378633737564087,0.055756986141204834,0.9960229396820068,0.99700927734375,0,0,-0.0037503838539123535,-0.0017731189727783203,-0.0010157227516174316,0.0,0.011639259988442063
45,0.5261377152055502,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,0.0037090182304382324,0.0017383694648742676,0.0009865760803222656,0.0,0.011737612076103687
46,0.5377526411321014,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-2.384185791015625e-07,-2.384185791015625e-07,0.0,0.011614925926551223
47,0.5495686421636492,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,0.0,0.0,0.0,0.0,0.011816001031547785
48,0.5612638830207288,0.057496070861816406,0.05749589204788208,0.9970099329948425,0.99700927734375,0,0,9.5367431640625e-07,7.748603820800781e-07,6.556510925292969e-07,0.0,0.011695240857079625
49,0.5728956621605903,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-9.5367431640625e-07,-7.748603820800781e-07,-6.556510925292969e-07,0.0,0.011631779139861465
50,0.5845208109822124,0.057619452476501465,0.057642459869384766,0.9971615076065063,0.99700927734375,0,0,0.00012433528900146484,0.00014734268188476562,0.00015223026275634766,0.0,0.011625148821622133
51,0.5968998270109296,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-0.00012421607971191406,-0.00014722347259521484,-0.00015211105346679688,0.0,0.01237901602871716
52,0.6092800090555102,0.0574951171875,0.05005645751953125,0.9933003783226013,0.99700927734375,0,0,-1.1920928955078125e-07,-0.007438778877258301,-0.0037090182304382324,0.0,0.012380182044580579
53,0.6212730640545487,0.05749553442001343,0.05749547481536865,0.9970095157623291,0.99700927734375,0,0,4.172325134277344e-07,0.007439017295837402,0.003709137439727783,0.0,0.011993054999038577
54,0.6329995831474662,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-4.172325134277344e-07,-3.5762786865234375e-07,-2.384185791015625e-07,0.0,0.011726519092917442
55,0.6446390470955521,0.0575108528137207,0.05750828981399536,0.9970202445983887,0.99700927734375,0,0,1.5735626220703125e-05,1.3172626495361328e-05,1.0967254638671875e-05,0.0,0.011639463948085904
56,0.6563469180837274,0.0576176643371582,0.057640910148620605,0.9971602559089661,0.99700927734375,0,0,0.0001068115234375,0.00013262033462524414,0.00014001131057739258,0.0,0.011707870988175273
57,0.6681446221191436,0.05749523639678955,0.05749523639678955,0.9970093965530396,0.99700927734375,0,0,-0.00012242794036865234,-0.0001456737518310547,-0.00015085935592651367,0.0,0.011797704035416245
58,0.6799097890034318,0.05688345432281494,0.05724596977233887,0.9969776272773743,0.99700927734375,0,0,-0.0006117820739746094,-0.0002492666244506836,-3.17692756652832e-05,0.0,0.011765166884288192
59,0.6915318272076547,0.05622023344039917,0.057020366191864014,0.9968247413635254,0.99700927734375,0,0,-0.0006632208824157715,-0.00022560358047485352,-0.00015288591384887695,0.0,0.011622038204222918
60,0.7037972509860992,0.0574953556060791,0.05005669593811035,0.9933006167411804,0.99700927734375,0,0,0.0012751221656799316,-0.006963670253753662,-0.0035241246223449707,0.0,0.012265423778444529
61,0.7155303251929581,0.05749553442001343,0.05749541521072388,0.9970095157623291,0.99700927734375,0,0,1.7881393432617188e-07,0.007438719272613525,0.0037088990211486816,0.0,0.011733074206858873
62,0.7273926220368594,0.056775689125061035,0.0571521520614624,0.9968967437744141,0.99700927734375,0,0,-0.0007198452949523926,-0.0003432631492614746,-0.00011277198791503906,0.0,0.011862296843901277
63,0.7390149561688304,0.0574953556060791,0.0574953556060791,0.9970095157623291,0.99700927734375,0,0,0.0007196664810180664,0.0003432035446166992,0.00011277198791503906,0.0,0.011622334131971002
64,0.7506374751683325,0.0574951171875,0.0574951171875,0.99700927734375,0.99700927734375,0,0,-2.384185791015625e-07,-2.384185791015625e-07,-2.384185791015625e-07,0.0,0.011622518999502063
65,0.7623030690010637,0.05156749486923218,0.05378621816635132,0.9947503209114075,0.99700927734375,0,0,-0.005927622318267822,-0.0037088990211486816,-0.0022589564323425293,0.0,0.011665593832731247
66,0.7740169770549983,0.057498812675476074,0.05749821662902832,0.9970118403434753,0.99700927734375,0,0,0.0059313178062438965,0.003711998462677002,0.002261519432067871,0.0,0.011713908053934574
67,0.7856280151754618,0.05749523639678955,0.057495176792144775,0.99700927734375,0.99700927734375,0,0,-3.5762786865234375e-06,-3.039836883544922e-06,-2.562999725341797e-06,0.0,0.01161103812046349
