i,t_rel,timestamp,pos_estimate,vel_estimate,raw_position_deg,filtered_position_deg,position_deg,measured_position_deg,velocity_deg_per_sec,raw_velocity_deg_per_sec,current,pos_estimate_delta,raw_position_delta_deg,position_delta_deg,error
56,2.901663657044992,2026-06-30T15:04:20.916+07:00,-0.0006447434425354004,0.015510017052292824,-0.38684606552124023,1.181883921145046,1.181883921145046,359.54915393447874,-92.27334446997114,9.306010231375694,0.0,0.0003103017807006836,0.18618106842041016,-2.279033852939307,
57,2.9535776330158114,2026-06-30T15:04:20.967+07:00,-0.0005818605422973633,0.00084725022315979,-0.34911632537841797,0.2612187606483724,0.2612187606483724,359.58688367462156,-49.020318961614215,0.508350133895874,0.0,6.288290023803711e-05,0.037729740142822266,-0.920665160496668,
58,3.0052305550780147,2026-06-30T15:04:21.016+07:00,-0.0006341338157653809,0.009176986292004585,-0.3804802894592285,359.8607477727675,359.8607477727675,359.55551971054075,-25.25927785057048,5.506191775202751,0.0,-5.227327346801758e-05,-0.03136396408081055,-0.40047098788090807,
59,3.056774865137413,2026-06-30T15:04:21.067+07:00,-0.0005804300308227539,0.011881540529429913,-0.34825801849365234,359.7028265752258,359.7028265752258,359.5877419815063,-12.374485951146557,7.1289243176579475,0.0,5.370378494262695e-05,0.03222227096557617,-0.15792119754172518,
60,3.108621175168082,2026-06-30T15:04:21.116+07:00,-0.0005823373794555664,-0.00023311284894589335,-0.34940242767333984,359.6345896893919,359.6345896893919,359.58659757232664,-5.990720750033702,-0.139867709367536,0.0,-1.9073486328125e-06,-0.0011444091796875,-0.06823688583392595,
61,3.160342078190297,2026-06-30T15:04:21.166+07:00,-0.0007369518280029297,-0.003749801777303219,-0.4421710968017578,359.57075212832046,359.57075212832046,359.4938289031982,-3.3461984208967213,-2.2498810663819313,0.0,-0.00015461444854736328,-0.09276866912841797,-0.06383756107140925,
62,3.212410980137065,2026-06-30T15:04:21.242+07:00,-0.001468360424041748,-0.010805517435073853,-0.8810162544250488,359.28472117315647,359.28472117315647,359.05498374557493,-3.9476406823437222,-6.4833104610443115,0.0,-0.0007314085960388184,-0.438845157623291,-0.28603095516399435,
63,3.2640663830097765,2026-06-30T15:04:21.291+07:00,0.06037050485610962,0.025429725646972656,36.22230291366577,12.090109284481912,12.090109284481912,36.15830291366577,185.00953860260066,15.257835388183594,0.0,0.06183886528015137,37.10331916809082,12.805388111325442,
64,3.315817897208035,2026-06-30T15:04:21.342+07:00,0.05996549129486084,-0.0028228764422237873,35.979294776916504,25.867809832352044,25.867809832352044,35.915294776916504,226.87802812171003,-1.6937258653342724,0.0,-0.0004050135612487793,-0.24300813674926758,13.777700547870126,
65,3.367523910012096,2026-06-30T15:04:21.391+07:00,0.059785544872283936,0.0002843141555786133,35.87132692337036,31.625405969676635,31.625405969676635,35.80732692337036,160.72467588561398,0.17058849334716797,0.0,-0.0001799464225769043,-0.10796785354614258,5.757596137324583,
66,3.4191898871213198,2026-06-30T15:04:21.442+07:00,0.059334635734558105,0.15462344884872437,35.60078144073486,33.9176481319334,33.9176481319334,35.53678144073486,92.8116098044015,92.77406930923462,0.0,-0.0004509091377258301,-0.27054548263549805,2.2922421622567697,
67,3.470974105177447,2026-06-30T15:04:21.492+07:00,0.05831742286682129,-0.022230805829167366,34.99045372009277,34.56886894201932,34.56886894201932,34.92645372009277,45.98328014456902,-13.33848349750042,0.0,-0.0010172128677368164,-0.6103277206420898,0.6512208100859311,
68,3.5227650820743293,2026-06-30T15:04:21.542+07:00,0.05741441249847412,0.14365625381469727,34.44864749908447,34.509881592877434,34.509881592877434,34.38464749908447,18.493066723206034,86.19375228881836,0.0,-0.000903010368347168,-0.5418062210083008,-0.05898734914188708,
69,3.574693595059216,2026-06-30T15:04:21.594+07:00,0.056142210960388184,-0.02782631106674671,33.68532657623291,34.08404885174629,34.08404885174629,33.62132657623291,2.8840909212509205,-16.695786640048027,0.0,-0.0012722015380859375,-0.7633209228515625,-0.42583274113115976,
70,3.626598183065653,2026-06-30T15:04:21.642+07:00,0.05351907014846802,0.18410544097423553,32.11144208908081,33.19197807383039,33.19197807383039,32.04744208908081,-10.300566146840508,110.46326458454132,0.0,-0.002623140811920166,-1.5738844871520996,-0.8920707779159045,
71,3.6786206031683832,2026-06-30T15:04:21.692+07:00,0.054367661476135254,0.11363780498504639,32.62059688568115,32.894266815046954,32.894266815046954,32.55659688568115,-8.188489827895314,68.18268299102783,0.0,0.0008485913276672363,0.5091547966003418,-0.29771125878343696,
72,3.7306544131133705,2026-06-30T15:04:21.742+07:00,0.05342811346054077,-0.01300719566643238,32.05686807632446,32.442051729134185,32.442051729134185,31.992868076324463,-8.873521256438632,-7.804317399859428,0.0,-0.0009395480155944824,-0.5637288093566895,-0.45221508591276915,
73,3.7823850382119417,2026-06-30T15:04:21.792+07:00,0.0528530478477478,0.16526266932487488,31.71182870864868,32.01569612586483,32.01569612586483,31.64782870864868,-8.670240466832542,99.15760159492493,0.0,-0.0005750656127929688,-0.34503936767578125,-0.4263556032693714,
74,3.8341884040273726,2026-06-30T15:04:21.843+07:00,0.05213433504104614,0.12268993258476257,31.280601024627686,31.590334559878944,31.590334559878944,31.216601024627685,-8.499487108395469,73.61395955085754,0.0,-0.0007187128067016602,-0.4312276840209961,-0.42536156598589514,
75,3.885810677194968,2026-06-30T15:04:21.893+07:00,0.051573872566223145,-0.0017498736269772053,30.944323539733887,30.931267330676732,30.931267330676732,30.880323539733887,-9.495511150958716,-1.0499241761863232,0.0,-0.000560462474822998,-0.33627748489379883,-0.6590672292022077,
76,3.937606413150206,2026-06-30T15:04:21.968+07:00,0.05172532796859741,0.09539806842803955,31.035196781158447,30.92294371194363,30.92294371194363,30.971196781158447,-2.500293327715223,57.23884105682373,0.0,0.00015145540237426758,0.09087324142456055,-0.008323618733101057,
77,3.9891541490796953,2026-06-30T15:04:22.018+07:00,0.05224025249481201,0.018143415451049805,31.344151496887207,31.092480742117065,31.092480742117065,31.280151496887207,0.9730862787622754,10.886049270629883,0.0,0.0005149245262145996,0.30895471572875977,0.16953703017344424,
78,4.040767200058326,2026-06-30T15:04:22.068+07:00,0.05304300785064697,0.014746308326721191,31.825804710388184,31.42164002194214,31.42164002194214,31.761804710388184,4.366514161815233,8.847784996032715,0.0,0.0008027553558349609,0.48165321350097656,0.3291592798250633,
79,4.092824954073876,2026-06-30T15:04:22.118+07:00,0.053785741329193115,0.015617907047271729,32.27144479751587,31.829270286818772,31.829270286818772,32.20744479751587,6.624746802169354,9.370744228363037,0.0,0.0007427334785461426,0.44564008712768555,0.40763026487664433,
80,4.144482561154291,2026-06-30T15:04:22.169+07:00,0.05455124378204346,0.014329075813293457,32.730746269226074,32.28449349985563,32.28449349985563,32.666746269226074,7.917223548736524,8.597445487976074,0.0,0.0007655024528503418,0.4593014717102051,0.4552232130368452,
81,4.196141593158245,2026-06-30T15:04:22.219+07:00,0.055226147174835205,0.02284526824951172,33.13568830490112,32.08139778232022,32.08139778232022,33.07168830490112,4.476890067712163,13.707160949707031,0.0,0.000674903392791748,0.40494203567504883,-0.20309571753540467,
82,4.247929422184825,2026-06-30T15:04:22.268+07:00,0.049066364765167236,-2.1353724002838135,29.439818859100342,31.3980000210381,31.3980000210381,29.37581885910034,-10.802771836900579,-1281.223440170288,0.0,-0.006159782409667969,-3.6958694458007812,-0.6833977612821229,
83,4.29957339912653,2026-06-30T15:04:22.319+07:00,0.056533753871917725,0.017122328281402588,33.920252323150635,32.76953235639607,32.76953235639607,33.856252323150635,10.684446110444487,10.273396968841553,0.0,0.007467389106750488,4.480433464050293,1.3715323353579834,
84,4.351492727175355,2026-06-30T15:04:22.369+07:00,0.057314395904541016,0.015237629413604736,34.38863754272461,33.61445289130144,33.61445289130144,34.32463754272461,14.187255210935291,9.142577648162842,0.0,0.000780642032623291,0.4683852195739746,0.8449205349053841,
85,4.40348492609337,2026-06-30T15:04:22.419+07:00,0.05829882621765137,0.42902839183807373,34.97929573059082,33.795483823305204,33.795483823305204,34.91529573059082,11.039868818815906,257.41703510284424,0.0,0.0009844303131103516,0.5906581878662109,0.18103093200375042,
86,4.455294254003093,2026-06-30T15:04:22.469+07:00,0.05902177095413208,0.016489803791046143,35.41306257247925,34.63512938238747,34.63512938238747,35.34906257247925,14.197625145363057,9.893882274627686,0.0,0.0007229447364807129,0.43376684188842773,0.8396455590822711,
87,4.506921694148332,2026-06-30T15:04:22.520+07:00,0.059818267822265625,0.015431642532348633,35.890960693359375,34.95057006984713,34.95057006984713,35.826960693359375,11.195958941213018,9.25898551940918,0.0,0.0007964968681335449,0.47789812088012695,0.31544068745967024,
88,4.5584828751161695,2026-06-30T15:04:22.571+07:00,-0.0018010735511779785,0.00850010011345148,-1.080644130706787,22.610595159339056,22.610595159339056,358.8553558692932,-173.89005031321466,5.1000600680708885,0.0,-0.061619341373443604,-36.97160482406616,-12.33997491050809,
89,4.610185185214505,2026-06-30T15:04:22.620+07:00,-0.0008797645568847656,0.01880425587296486,-0.5278587341308594,9.150133372669314,9.150133372669314,359.4081412658691,-222.54812998222144,11.282553523778915,0.0,0.0009213089942932129,0.5527853965759277,-13.460461786669754,
90,4.661741718184203,2026-06-30T15:04:22.670+07:00,-5.066394805908203e-06,0.019579123705625534,-0.003039836883544922,3.7673346338253975,3.7673346338253975,359.93296016311643,-153.27874343045113,11.74747422337532,0.0,0.0008746981620788574,0.5248188972473145,-5.382798738843917,
91,4.713443065062165,2026-06-30T15:04:22.720+07:00,0.0008562803268432617,-0.11656534671783447,0.513768196105957,1.793202284585662,1.793202284585662,0.44976819610595703,-86.54713545556793,-69.93920803070068,0.0,0.0008613467216491699,0.516808032989502,-1.9741323492397385,
92,4.765570393064991,2026-06-30T15:04:22.795+07:00,0.0019919872283935547,-0.01413477398455143,1.1951923370361328,1.2217609606799384,1.2217609606799384,1.1311923370361328,-27.93957100776418,-8.480864390730858,0.0,0.001135706901550293,0.6814241409301758,-0.5714413239057308,
93,4.817237611161545,2026-06-30T15:04:22.848+07:00,0.0033635497093200684,0.01726943999528885,2.018129825592041,1.5671675760338357,1.5671675760338357,1.954129825592041,-7.979147298445358,10.36166399717331,0.0,0.0013715624809265137,0.8229374885559082,0.3454066153539088,
94,4.8688955320976675,2026-06-30T15:04:22.896+07:00,0.0041176676750183105,0.015436545014381409,2.4706006050109863,2.0005041432452813,2.0005041432452813,2.4066006050109863,1.7933711640074979,9.261927008628845,0.0,0.0007541179656982422,0.4524707794189453,0.4333365672114553,
95,4.920497824205086,2026-06-30T15:04:22.946+07:00,0.004760861396789551,0.011360980570316315,2.8565168380737305,2.422971616529895,2.422971616529895,2.7925168380737304,5.752270103203632,6.816588342189789,0.0,0.0006431937217712402,0.38591623306274414,0.42246747328462675,
