i,t_rel,error,timestamp,pos_estimate,raw_position_deg,measured_position_deg,filtered_position_deg,position_deg,vel_estimate,velocity_deg_per_sec,raw_velocity_deg_per_sec,pos_estimate_scaled_deg_0p06,pos_estimate_mod_0p06,pos_estimate_delta,raw_position_deg_delta,measured_position_deg_delta,filtered_position_deg_delta,position_deg_delta,velocity_deg_per_sec_delta,raw_velocity_deg_per_sec_delta
11,0.5756437939126045,,2026-06-30T15:11:30.924+07:00,0.05696648359298706,341.79890155792236,341.73490155792234,341.1372877203381,341.1372877203381,0.4504042863845825,15.664486741905327,2702.425718307495,341.79890155792236,0.05696648359298706,9.691715240478516e-05,0.5815029144287109,0.5815029144287109,0.5037398299937763,0.5037398299937763,-6.370479021286764,2703.8451434054878
12,0.6279054710175842,,2026-06-30T15:11:30.974+07:00,0.05696624517440796,341.79747104644775,341.73347104644773,341.3496171194944,341.3496171194944,0.45010632276535034,9.80830439653044,2700.637936592102,341.79747104644775,0.05696624517440796,-2.384185791015625e-07,-0.001430511474609375,-0.001430511474609375,0.21232939915626048,0.21232939915626048,-5.8561823453748865,-1.7877817153930664
13,0.6796528149861842,,2026-06-30T15:11:31.025+07:00,0.05700284242630005,342.0170545578003,341.9530545578003,338.4671204133338,338.4671204133338,0.21730536222457886,-7.941482605375647,1303.8321733474731,342.0170545578003,0.05700284242630005,3.6597251892089844e-05,0.21958351135253906,0.21958351135253906,-2.882496706160566,-2.882496706160566,-17.749787001906085,-1396.805763244629
14,0.7311766790226102,,2026-06-30T15:11:31.075+07:00,0.05688512325286865,341.3107395172119,341.2467395172119,340.1266991530225,340.1266991530225,0.022688686847686768,14.698118321609336,136.1321210861206,341.3107395172119,0.05688512325286865,-0.00011771917343139648,-0.7063150405883789,-0.7063150405883789,1.6595787396886976,1.6595787396886976,22.639600926984983,-1167.7000522613525
15,0.7826951718889177,,2026-06-30T15:11:31.125+07:00,0.05615639686584473,336.93838119506836,336.87438119506834,339.2413257627689,339.2413257627689,0.4629064202308655,-9.240267803764239,2777.438521385193,336.93838119506836,0.05615639686584473,-0.0007287263870239258,-4.372358322143555,-4.372358322143555,-0.8853733902536192,-0.8853733902536192,-23.938386125373576,2641.3064002990723
16,0.8343108310364187,,2026-06-30T15:11:31.175+07:00,0.05701214075088501,342.07284450531006,342.00884450531004,340.6449539030232,340.6449539030232,0.2842789888381958,12.886624069532322,1705.6739330291748,342.07284450531006,0.05701214075088501,0.0008557438850402832,5.134463310241699,5.134463310241699,1.403628140254284,1.403628140254284,22.12689187329656,-1071.764588356018
17,0.885874971980229,,2026-06-30T15:11:31.226+07:00,0.056869566440582275,341.21739864349365,341.15339864349363,340.93858074064485,340.93858074064485,-0.00023633243108633906,8.615073074434417,-1.4179945865180343,341.21739864349365,0.056869566440582275,-0.00014257431030273438,-0.8554458618164062,-0.8554458618164062,0.2936268376216731,0.2936268376216731,-4.271550995097906,-1707.0919276156928
18,0.9374690018594265,,2026-06-30T15:11:31.275+07:00,0.056869566440582275,341.21739864349365,341.15339864349363,341.07606253565956,341.07606253565956,9.179115295410156e-05,5.115007520193296,0.5507469177246094,341.21739864349365,0.056869566440582275,0.0,0.0,0.0,0.1374817950147076,0.1374817950147076,-3.5000655542411208,1.9687415042426437
19,0.98916921694763,,2026-06-30T15:11:31.325+07:00,0.05687004327774048,341.22025966644287,341.15625966644285,341.1257935129719,341.1257935129719,0.0007326006889343262,2.688315619846694,4.395604133605957,341.22025966644287,0.05687004327774048,4.76837158203125e-07,0.00286102294921875,0.00286102294921875,0.04973097731232201,0.04973097731232201,-2.4266919003466016,3.8448572158813477
20,1.0407050428912044,,2026-06-30T15:11:31.376+07:00,0.056869566440582275,341.21739864349365,341.15339864349363,341.4221032078962,341.4221032078962,-0.0002284646179759875,2.2864613704681416,-1.370787707855925,341.21739864349365,0.056869566440582275,-4.76837158203125e-07,-0.00286102294921875,-0.00286102294921875,0.29630969492433223,0.29630969492433223,-0.40185424937855263,-5.766391841461882
21,1.0925371840130538,,2026-06-30T15:11:31.426+07:00,0.056876420974731445,341.2585258483887,341.19452584838865,341.2814022040071,341.2814022040071,0.009092152118682861,-0.5293744713631678,54.55291271209717,341.2585258483887,0.056876420974731445,6.854534149169922e-06,0.04112720489501953,0.04112720489501953,-0.14070100388909168,-0.14070100388909168,-2.8158358418313094,55.92370041995309
22,1.1441156580112875,,2026-06-30T15:11:31.477+07:00,0.05687117576599121,341.22705459594727,341.16305459594724,341.23209477994027,341.23209477994027,0.0024164915084838867,-0.8602404686958648,14.49894905090332,341.22705459594727,0.05687117576599121,-5.245208740234375e-06,-0.03147125244140625,-0.03147125244140625,-0.0493074240668534,-0.0493074240668534,-0.33086599733269695,-40.05396366119385
23,1.1956533358898014,,2026-06-30T15:11:31.527+07:00,0.056869566440582275,341.21739864349365,341.15339864349363,341.18664776114235,341.18664776114235,-0.00024330617452505976,-0.871216476636931,-1.4598370471503586,341.21739864349365,0.056869566440582275,-1.6093254089355469e-06,-0.009655952453613281,-0.009655952453613281,-0.04544701879791546,-0.04544701879791546,-0.010976007941066235,-15.958786098053679
